"x0","x1","x2","fitness.5","fitness.4.5","fitness.4","fitness.3.5","fitness.3","fitness.2.5","fitness.2","fitness.1.5","fitness.1","fitness.0.5","fitness0","fitness0.5","fitness1","fitness1.5","fitness2","fitness2.5","fitness3","fitness3.5","fitness4","fitness4.5","fitness5","file"
-5,-4,-4.5,63.535,-60.324,65.046,-58.973,80.733,-79.951,137.733,-268.196,181.097,57.612,-99.62,38.898,-39.849,26.435,-18.388,20.535,-5.042,16.357,6.366,12.077,-215.744,"shubert"
-5,-4,-4,-68.509,65.046,-70.138,63.589,-87.053,86.209,-148.514,289.19,-195.273,-62.122,107.418,-41.943,42.969,-28.505,19.828,-22.142,5.437,-17.638,-6.864,-13.023,232.632,"shubert"
-5,-4,-3.5,62.112,-58.973,63.589,-57.652,78.925,-78.16,134.648,-262.189,177.04,56.322,-97.388,38.027,-38.957,25.843,-17.977,20.075,-4.929,15.991,6.223,11.807,-210.912,"shubert"
-5,-4,-3,-85.031,80.733,-87.053,78.925,-108.047,107,-184.331,358.933,-242.366,-77.103,133.323,-52.058,53.331,-35.379,24.61,-27.482,6.748,-21.891,-8.52,-16.163,288.735,"shubert"
-5,-4,-2.5,84.207,-79.951,86.209,-78.16,107,-105.963,182.545,-355.455,240.017,76.356,-132.031,51.553,-52.814,35.036,-24.371,27.216,-6.683,21.679,8.437,16.007,-285.937,"shubert"
-5,-4,-2,-145.065,137.733,-148.514,134.648,-184.331,182.545,-314.474,612.349,-413.482,-131.541,227.453,-88.812,90.984,-60.357,41.985,-46.886,11.513,-37.347,-14.535,-27.575,492.59,"shubert"
-5,-4,-1.5,282.473,-268.196,289.19,-262.189,358.933,-355.455,612.349,-1192.377,805.14,256.138,-442.901,172.936,-177.166,117.529,-81.753,91.296,-22.418,72.724,28.302,53.695,-959.179,"shubert"
-5,-4,-1,-190.737,181.097,-195.273,177.04,-242.366,240.017,-413.482,805.14,-543.663,-172.955,299.064,-116.774,119.63,-79.36,55.203,-61.647,15.137,-49.106,-19.111,-36.257,647.676,"shubert"
-5,-4,-0.5,-60.679,57.612,-62.122,56.322,-77.103,76.356,-131.541,256.138,-172.955,-55.022,95.141,-37.149,38.058,-25.247,17.562,-19.612,4.816,-15.622,-6.08,-11.534,206.044,"shubert"
-5,-4,0,104.923,-99.62,107.418,-97.388,133.323,-132.031,227.453,-442.901,299.064,95.141,-164.512,64.236,-65.807,43.655,-30.367,33.911,-8.327,27.013,10.513,19.945,-356.281,"shubert"
-5,-4,0.5,-40.968,38.898,-41.943,38.027,-52.058,51.553,-88.812,172.936,-116.774,-37.149,64.236,-25.082,25.695,-17.046,11.857,-13.241,3.251,-10.547,-4.105,-7.788,139.115,"shubert"
-5,-4,1,41.971,-39.849,42.969,-38.957,53.331,-52.814,90.984,-177.166,119.63,38.058,-65.807,25.695,-26.324,17.463,-12.147,13.565,-3.331,10.805,4.205,7.978,-142.517,"shubert"
-5,-4,1.5,-27.843,26.435,-28.505,25.843,-35.379,35.036,-60.357,117.529,-79.36,-25.247,43.655,-17.046,17.463,-11.584,8.058,-8.999,2.21,-7.168,-2.79,-5.293,94.543,"shubert"
-5,-4,2,19.367,-18.388,19.828,-17.977,24.61,-24.371,41.985,-81.753,55.203,17.562,-30.367,11.857,-12.147,8.058,-5.605,6.26,-1.537,4.986,1.94,3.681,-65.765,"shubert"
-5,-4,2.5,-21.628,20.535,-22.142,20.075,-27.482,27.216,-46.886,91.296,-61.647,-19.612,33.911,-13.241,13.565,-8.999,6.26,-6.99,1.716,-5.568,-2.167,-4.111,73.441,"shubert"
-5,-4,3,5.311,-5.042,5.437,-4.929,6.748,-6.683,11.513,-22.418,15.137,4.816,-8.327,3.251,-3.331,2.21,-1.537,1.716,-0.421,1.367,0.532,1.01,-18.033,"shubert"
-5,-4,3.5,-17.228,16.357,-17.638,15.991,-21.891,21.679,-37.347,72.724,-49.106,-15.622,27.013,-10.547,10.805,-7.168,4.986,-5.568,1.367,-4.435,-1.726,-3.275,58.501,"shubert"
-5,-4,4,-6.705,6.366,-6.864,6.223,-8.52,8.437,-14.535,28.302,-19.111,-6.08,10.513,-4.105,4.205,-2.79,1.94,-2.167,0.532,-1.726,-0.672,-1.274,22.767,"shubert"
-5,-4,4.5,-12.72,12.077,-13.023,11.807,-16.163,16.007,-27.575,53.695,-36.257,-11.534,19.945,-7.788,7.978,-5.293,3.681,-4.111,1.01,-3.275,-1.274,-2.418,43.193,"shubert"
-5,-4,5,227.229,-215.744,232.632,-210.912,288.735,-285.937,492.59,-959.179,647.676,206.044,-356.281,139.115,-142.517,94.543,-65.765,73.441,-18.033,58.501,22.767,43.193,-771.589,"shubert"
-5,-3.5,-5,60.67,-57.603,62.112,-56.313,77.092,-76.345,131.52,-256.099,172.928,55.013,-95.126,37.143,-38.052,25.243,-17.559,19.609,-4.815,15.62,6.079,11.533,-206.013,"shubert"
-5,-3.5,-4.5,-57.603,54.692,-58.973,53.467,-73.195,72.486,-124.873,243.155,-164.188,-52.233,90.318,-35.266,36.129,-23.967,16.672,-18.618,4.572,-14.83,-5.771,-10.95,195.6,"shubert"
-5,-3.5,-4,62.112,-58.973,63.589,-57.652,78.925,-78.16,134.648,-262.189,177.04,56.322,-97.388,38.027,-38.957,25.843,-17.977,20.075,-4.929,15.991,6.223,11.807,-210.912,"shubert"
-5,-3.5,-3.5,-56.313,53.467,-57.652,52.269,-71.556,70.862,-122.076,237.709,-160.51,-51.063,88.295,-34.476,35.319,-23.43,16.298,-18.201,4.469,-14.498,-5.642,-10.704,191.219,"shubert"
-5,-3.5,-3,77.092,-73.195,78.925,-71.556,97.959,-97.01,167.12,-325.42,219.736,69.904,-120.875,47.197,-48.352,32.076,-22.312,24.916,-6.118,19.848,7.724,14.654,-261.776,"shubert"
-5,-3.5,-2.5,-76.345,72.486,-78.16,70.862,-97.01,96.07,-165.501,322.266,-217.607,-69.227,119.704,-46.74,47.883,-31.765,22.096,-24.675,6.059,-19.655,-7.649,-14.512,259.24,"shubert"
-5,-3.5,-2,131.52,-124.873,134.648,-122.076,167.12,-165.501,285.112,-555.175,374.876,119.259,-206.216,80.52,-82.489,54.722,-38.065,42.508,-10.438,33.86,13.177,25,-446.597,"shubert"
-5,-3.5,-1.5,-256.099,243.155,-262.189,237.709,-325.42,322.266,-555.175,1081.047,-729.966,-232.223,401.548,-156.79,160.625,-106.556,74.12,-82.772,20.325,-65.934,-25.659,-48.681,869.623,"shubert"
-5,-3.5,-1,172.928,-164.188,177.04,-160.51,219.736,-217.607,374.876,-729.966,492.902,156.806,-271.141,105.871,-108.46,71.951,-50.049,55.891,-13.724,44.521,17.326,32.872,-587.204,"shubert"
-5,-3.5,-0.5,55.013,-52.233,56.322,-51.063,69.904,-69.227,119.259,-232.223,156.806,49.885,-86.258,33.681,-34.504,22.89,-15.922,17.781,-4.366,14.163,5.512,10.457,-186.806,"shubert"
-5,-3.5,0,-95.126,90.318,-97.388,88.295,-120.875,119.704,-206.216,401.548,-271.141,-86.258,149.152,-58.238,59.663,-39.579,27.531,-30.745,7.549,-24.491,-9.531,-18.082,323.015,"shubert"
-5,-3.5,0.5,37.143,-35.266,38.027,-34.476,47.197,-46.74,80.52,-156.79,105.871,33.681,-58.238,22.74,-23.296,15.454,-10.75,12.005,-2.948,9.563,3.722,7.061,-126.126,"shubert"
-5,-3.5,1,-38.052,36.129,-38.957,35.319,-48.352,47.883,-82.489,160.625,-108.46,-34.504,59.663,-23.296,23.866,-15.832,11.013,-12.298,3.02,-9.797,-3.813,-7.233,129.211,"shubert"
-5,-3.5,1.5,25.243,-23.967,25.843,-23.43,32.076,-31.765,54.722,-106.556,71.951,22.89,-39.579,15.454,-15.832,10.503,-7.306,8.159,-2.003,6.499,2.529,4.798,-85.716,"shubert"
-5,-3.5,2,-17.559,16.672,-17.977,16.298,-22.312,22.096,-38.065,74.12,-50.049,-15.922,27.531,-10.75,11.013,-7.306,5.082,-5.675,1.394,-4.521,-1.759,-3.338,59.624,"shubert"
-5,-3.5,2.5,19.609,-18.618,20.075,-18.201,24.916,-24.675,42.508,-82.772,55.891,17.781,-30.745,12.005,-12.298,8.159,-5.675,6.338,-1.556,5.048,1.965,3.727,-66.584,"shubert"
-5,-3.5,3,-4.815,4.572,-4.929,4.469,-6.118,6.059,-10.438,20.325,-13.724,-4.366,7.549,-2.948,3.02,-2.003,1.394,-1.556,0.382,-1.24,-0.482,-0.915,16.35,"shubert"
-5,-3.5,3.5,15.62,-14.83,15.991,-14.498,19.848,-19.655,33.86,-65.934,44.521,14.163,-24.491,9.563,-9.797,6.499,-4.521,5.048,-1.24,4.021,1.565,2.969,-53.039,"shubert"
-5,-3.5,4,6.079,-5.771,6.223,-5.642,7.724,-7.649,13.177,-25.659,17.326,5.512,-9.531,3.722,-3.813,2.529,-1.759,1.965,-0.482,1.565,0.609,1.155,-20.641,"shubert"
-5,-3.5,4.5,11.533,-10.95,11.807,-10.704,14.654,-14.512,25,-48.681,32.872,10.457,-18.082,7.061,-7.233,4.798,-3.338,3.727,-0.915,2.969,1.155,2.192,-39.161,"shubert"
-5,-3.5,5,-206.013,195.6,-210.912,191.219,-261.776,259.24,-446.597,869.623,-587.204,-186.806,323.015,-126.126,129.211,-85.716,59.624,-66.584,16.35,-53.039,-20.641,-39.161,699.547,"shubert"
-5,-3,-5,-83.056,78.858,-85.031,77.092,-105.537,104.515,-180.049,350.596,-236.736,-75.313,130.226,-50.849,52.092,-34.557,24.038,-26.844,6.592,-21.383,-8.322,-15.788,282.028,"shubert"
-5,-3,-4.5,78.858,-74.872,80.733,-73.195,100.203,-99.232,170.949,-332.876,224.771,71.506,-123.644,48.279,-49.459,32.811,-22.823,25.487,-6.258,20.302,7.901,14.99,-267.774,"shubert"
-5,-3,-4,-85.031,80.733,-87.053,78.925,-108.047,107,-184.331,358.933,-242.366,-77.103,133.323,-52.058,53.331,-35.379,24.61,-27.482,6.748,-21.891,-8.52,-16.163,288.735,"shubert"
-5,-3,-3.5,77.092,-73.195,78.925,-71.556,97.959,-97.01,167.12,-325.42,219.736,69.904,-120.875,47.197,-48.352,32.076,-22.312,24.916,-6.118,19.848,7.724,14.654,-261.776,"shubert"
-5,-3,-3,-105.537,100.203,-108.047,97.959,-134.104,132.805,-228.785,445.495,-300.816,-95.698,165.476,-64.612,66.193,-43.911,30.545,-34.11,8.376,-27.171,-10.574,-20.061,358.368,"shubert"
-5,-3,-2.5,104.515,-99.232,107,-97.01,132.805,-131.518,226.568,-441.178,297.901,94.771,-163.873,63.986,-65.551,43.486,-30.249,33.78,-8.295,26.908,10.472,19.867,-354.895,"shubert"
-5,-3,-2,-180.049,170.949,-184.331,167.12,-228.785,226.568,-390.314,760.026,-513.2,-163.264,282.307,-110.23,112.927,-74.913,52.11,-58.193,14.289,-46.354,-18.04,-34.225,611.385,"shubert"
-5,-3,-1.5,350.596,-332.876,358.933,-325.42,445.495,-441.178,760.026,-1479.937,999.312,317.91,-549.713,214.643,-219.893,145.873,-101.469,113.314,-27.824,90.262,35.127,66.644,-1190.5,"shubert"
-5,-3,-1,-236.736,224.771,-242.366,219.736,-300.816,297.901,-513.2,999.312,-674.775,-214.665,371.188,-144.935,148.48,-98.499,68.516,-76.514,18.788,-60.949,-23.719,-45.001,803.873,"shubert"
-5,-3,-0.5,-75.313,71.506,-77.103,69.904,-95.698,94.771,-163.264,317.91,-214.665,-68.291,118.086,-46.108,47.236,-31.335,21.797,-24.341,5.977,-19.39,-7.546,-14.316,255.735,"shubert"
-5,-3,0,130.226,-123.644,133.323,-120.875,165.476,-163.873,282.307,-549.713,371.188,118.086,-204.187,79.728,-81.678,54.184,-37.69,42.09,-10.335,33.527,13.048,24.754,-442.203,"shubert"
-5,-3,0.5,-50.849,48.279,-52.058,47.197,-64.612,63.986,-110.23,214.643,-144.935,-46.108,79.728,-31.131,31.892,-21.157,14.717,-16.434,4.035,-13.091,-5.095,-9.666,172.664,"shubert"
-5,-3,1,52.092,-49.459,53.331,-48.352,66.193,-65.551,112.927,-219.893,148.48,47.236,-81.678,31.892,-32.672,21.674,-15.077,16.836,-4.134,13.411,5.219,9.902,-176.887,"shubert"
-5,-3,1.5,-34.557,32.811,-35.379,32.076,-43.911,43.486,-74.913,145.873,-98.499,-31.335,54.184,-21.157,21.674,-14.378,10.002,-11.169,2.743,-8.897,-3.462,-6.569,117.344,"shubert"
-5,-3,2,24.038,-22.823,24.61,-22.312,30.545,-30.249,52.11,-101.469,68.516,21.797,-37.69,14.717,-15.077,10.002,-6.957,7.769,-1.908,6.189,2.408,4.569,-81.625,"shubert"
-5,-3,2.5,-26.844,25.487,-27.482,24.916,-34.11,33.78,-58.193,113.314,-76.514,-24.341,42.09,-16.434,16.836,-11.169,7.769,-8.676,2.13,-6.911,-2.69,-5.103,91.153,"shubert"
-5,-3,3,6.592,-6.258,6.748,-6.118,8.376,-8.295,14.289,-27.824,18.788,5.977,-10.335,4.035,-4.134,2.743,-1.908,2.13,-0.523,1.697,0.66,1.253,-22.382,"shubert"
-5,-3,3.5,-21.383,20.302,-21.891,19.848,-27.171,26.908,-46.354,90.262,-60.949,-19.39,33.527,-13.091,13.411,-8.897,6.189,-6.911,1.697,-5.505,-2.142,-4.065,72.609,"shubert"
-5,-3,4,-8.322,7.901,-8.52,7.724,-10.574,10.472,-18.04,35.127,-23.719,-7.546,13.048,-5.095,5.219,-3.462,2.408,-2.69,0.66,-2.142,-0.834,-1.582,28.257,"shubert"
-5,-3,4.5,-15.788,14.99,-16.163,14.654,-20.061,19.867,-34.225,66.644,-45.001,-14.316,24.754,-9.666,9.902,-6.569,4.569,-5.103,1.253,-4.065,-1.582,-3.001,53.61,"shubert"
-5,-3,5,282.028,-267.774,288.735,-261.776,358.368,-354.895,611.385,-1190.5,803.873,255.735,-442.203,172.664,-176.887,117.344,-81.625,91.153,-22.382,72.609,28.257,53.61,-957.67,"shubert"
-5,-2.5,-5,82.251,-78.094,84.207,-76.345,104.515,-103.502,178.305,-347.198,234.442,74.583,-128.965,50.356,-51.588,34.222,-23.805,26.584,-6.528,21.176,8.241,15.635,-279.295,"shubert"
-5,-2.5,-4.5,-78.094,74.147,-79.951,72.486,-99.232,98.271,-169.293,329.65,-222.593,-70.813,122.446,-47.811,48.98,-32.493,22.602,-25.24,6.198,-20.106,-7.824,-14.845,265.179,"shubert"
-5,-2.5,-4,84.207,-79.951,86.209,-78.16,107,-105.963,182.545,-355.455,240.017,76.356,-132.031,51.553,-52.814,35.036,-24.371,27.216,-6.683,21.679,8.437,16.007,-285.937,"shubert"
-5,-2.5,-3.5,-76.345,72.486,-78.16,70.862,-97.01,96.07,-165.501,322.266,-217.607,-69.227,119.704,-46.74,47.883,-31.765,22.096,-24.675,6.059,-19.655,-7.649,-14.512,259.24,"shubert"
-5,-2.5,-3,104.515,-99.232,107,-97.01,132.805,-131.518,226.568,-441.178,297.901,94.771,-163.873,63.986,-65.551,43.486,-30.249,33.78,-8.295,26.908,10.472,19.867,-354.895,"shubert"
-5,-2.5,-2.5,-103.502,98.271,-105.963,96.07,-131.518,130.243,-224.373,436.903,-295.014,-93.853,162.285,-63.366,64.916,-43.064,29.956,-33.452,8.214,-26.647,-10.37,-19.674,351.456,"shubert"
-5,-2.5,-2,178.305,-169.293,182.545,-165.501,226.568,-224.373,386.532,-752.662,508.227,161.682,-279.571,109.162,-111.832,74.188,-51.605,57.629,-14.151,45.905,17.865,33.894,-605.461,"shubert"
-5,-2.5,-1.5,-347.198,329.65,-355.455,322.266,-441.178,436.903,-752.662,1465.596,-989.629,-314.829,544.386,-212.563,217.762,-144.459,100.486,-112.216,27.554,-89.387,-34.787,-65.998,1178.964,"shubert"
-5,-2.5,-1,234.442,-222.593,240.017,-217.607,297.901,-295.014,508.227,-989.629,668.237,212.585,-367.591,143.531,-147.041,97.545,-67.852,75.773,-18.606,60.358,23.49,44.565,-796.083,"shubert"
-5,-2.5,-0.5,74.583,-70.813,76.356,-69.227,94.771,-93.853,161.682,-314.829,212.585,67.63,-116.941,45.661,-46.778,31.032,-21.586,24.105,-5.919,19.202,7.473,14.177,-253.257,"shubert"
-5,-2.5,0,-128.965,122.446,-132.031,119.704,-163.873,162.285,-279.571,544.386,-367.591,-116.941,202.209,-78.955,80.886,-53.658,37.325,-41.682,10.235,-33.202,-12.921,-24.515,437.918,"shubert"
-5,-2.5,0.5,50.356,-47.811,51.553,-46.74,63.986,-63.366,109.162,-212.563,143.531,45.661,-78.955,30.829,-31.583,20.952,-14.574,16.275,-3.996,12.964,5.045,9.572,-170.991,"shubert"
-5,-2.5,1,-51.588,48.98,-52.814,47.883,-65.551,64.916,-111.832,217.762,-147.041,-46.778,80.886,-31.583,32.356,-21.464,14.93,-16.673,4.094,-13.281,-5.169,-9.806,175.173,"shubert"
-5,-2.5,1.5,34.222,-32.493,35.036,-31.765,43.486,-43.064,74.188,-144.459,97.545,31.032,-53.658,20.952,-21.464,14.239,-9.905,11.061,-2.716,8.811,3.429,6.505,-116.207,"shubert"
-5,-2.5,2,-23.805,22.602,-24.371,22.096,-30.249,29.956,-51.605,100.486,-67.852,-21.586,37.325,-14.574,14.93,-9.905,6.89,-7.694,1.889,-6.129,-2.385,-4.525,80.834,"shubert"
-5,-2.5,2.5,26.584,-25.24,27.216,-24.675,33.78,-33.452,57.629,-112.216,75.773,24.105,-41.682,16.275,-16.673,11.061,-7.694,8.592,-2.11,6.844,2.664,5.053,-90.269,"shubert"
-5,-2.5,3,-6.528,6.198,-6.683,6.059,-8.295,8.214,-14.151,27.554,-18.606,-5.919,10.235,-3.996,4.094,-2.716,1.889,-2.11,0.518,-1.681,-0.654,-1.241,22.166,"shubert"
-5,-2.5,3.5,21.176,-20.106,21.679,-19.655,26.908,-26.647,45.905,-89.387,60.358,19.202,-33.202,12.964,-13.281,8.811,-6.129,6.844,-1.681,5.452,2.122,4.025,-71.906,"shubert"
