x0,x1,x2,fitness-5,fitness-4.5,fitness-4,fitness-3.5,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-0.5,fitness0,fitness0.5,fitness1,fitness1.5,fitness2,fitness2.5,fitness3,fitness3.5,fitness4,fitness4.5,fitness5
-5,-5,2,-1642.881,-1631.644,-1627.03,-1624.612,-1624.945,-1626.269,-1628.577,-1631.909,-1635.465,-1639.487,-1643.051,-1646.463,-1648.849,-1650.685,-1651.004,-1650.35,-1648.918,-1646.906,-1644.291,-1640.517,-1637.089
-5,-5,2.5,-1635.221,-1628.481,-1625.299,-1623.777,-1624.224,-1625.723,-1628.322,-1631.762,-1635.513,-1639.464,-1643.1,-1646.527,-1648.997,-1650.831,-1651.221,-1650.605,-1649.14,-1647.017,-1644.242,-1640.424,-1636.829
-5,-5,3,-1634.714,-1629.586,-1626.757,-1625.361,-1625.566,-1626.818,-1629.159,-1632.244,-1635.676,-1639.225,-1642.554,-1645.676,-1647.961,-1649.63,-1650.018,-1649.474,-1648.124,-1646.14,-1643.546,-1640.059,-1636.733
-5,-5,3.5,-1637.805,-1633.244,-1630.4,-1628.812,-1628.563,-1629.271,-1630.966,-1633.313,-1636.007,-1638.806,-1641.473,-1643.994,-1645.851,-1647.212,-1647.535,-1647.1,-1646.008,-1644.404,-1642.312,-1639.514,-1636.869
-5,-5,4,-1642.279,-1638.17,-1635.347,-1633.521,-1632.737,-1632.721,-1633.51,-1634.828,-1636.457,-1638.203,-1639.911,-1641.579,-1642.806,-1643.734,-1643.935,-1643.637,-1642.92,-1641.895,-1640.569,-1638.757,-1637.132
-5,-5,4.5,-1648.076,-1644.318,-1641.475,-1639.328,-1637.898,-1636.992,-1636.664,-1636.722,-1637.036,-1637.489,-1638.007,-1638.629,-1639.068,-1639.465,-1639.494,-1639.347,-1639.081,-1638.772,-1638.4,-1637.782,-1637.417
-5,-5,5,-1654.505,-1651.095,-1648.238,-1645.737,-1643.607,-1641.718,-1640.157,-1638.823,-1637.679,-1636.695,-1635.886,-1635.344,-1634.896,-1634.697,-1634.512,-1634.506,-1634.719,-1635.187,-1635.856,-1636.526,-1637.535
-5,-4.5,-5,-1700.81,-1479.276,-1394.171,-1299.612,-1312.816,-1314.258,-1195.473,-1131.283,-925.087,-1146.772,-1232.31,-1327.286,-1315.558,-1316.388,-1434.573,-1498.548,-1694.974,-1492.273,-1426.191,-1360.632,-1396.955
-5,-4.5,-4.5,-1804.589,-1583.142,-1498.1,-1403.641,-1416.903,-1418.427,-1300.006,-1236.283,-1031.452,-1252.786,-1338.374,-1432.995,-1422.127,-1424.149,-1538.684,-1598.587,-1777.236,-1591.047,-1536.14,-1486.222,-1523.332
-5,-4.5,-4,-1818.439,-1597.141,-1512.224,-1417.995,-1431.41,-1433.164,-1315.676,-1253.172,-1051.762,-1272.44,-1358.435,-1452.606,-1444.322,-1449.721,-1557.636,-1611.388,-1760.126,-1608.346,-1574.176,-1547.598,-1585.096
-5,-4.5,-3.5,-2060.708,-1839.585,-1754.689,-1660.576,-1673.689,-1674.996,-1558.257,-1496.456,-1299.918,-1514.36,-1594.711,-1678.738,-1663.788,-1659.798,-1735.856,-1757.858,-1841.204,-1715.199,-1680.656,-1653.409,-1669.637
-5,-4.5,-3,-1982.36,-1761.861,-1677.445,-1584.337,-1597.85,-1599.786,-1487.281,-1430.611,-1249.938,-1457.116,-1534.828,-1611.347,-1600.941,-1601.537,-1656.308,-1668.894,-1717.106,-1648.796,-1638.823,-1630.8,-1648.139
-5,-4.5,-2.5,-1974.731,-1755.619,-1672.165,-1581.149,-1595.124,-1597.827,-1493.765,-1446.371,-1295.07,-1482.918,-1550.81,-1610.43,-1602.076,-1602.961,-1632.675,-1636.682,-1660.149,-1630.208,-1631.752,-1631.551,-1646.548
-5,-4.5,-2,-2047.111,-1830.176,-1747.346,-1658.792,-1670.456,-1670.351,-1577.228,-1538.433,-1424.305,-1566.451,-1608.209,-1638.398,-1624.925,-1619.59,-1627.578,-1624.494,-1633.013,-1621.297,-1625.665,-1627.01,-1638.298
-5,-4.5,-1.5,-2167.643,-1952.562,-1866.79,-1777.694,-1777.499,-1764.134,-1679.59,-1641.616,-1559.625,-1638.12,-1649.845,-1655.395,-1639.605,-1631.584,-1629.532,-1624.624,-1627.151,-1623.858,-1628.868,-1630.626,-1639.366
-5,-4.5,-1,-2220.581,-2008.377,-1915.816,-1825.026,-1806.299,-1777.601,-1707.572,-1673.673,-1621.14,-1654.067,-1652.586,-1650.351,-1639.085,-1633.642,-1629.979,-1626.198,-1626.953,-1627.038,-1631.401,-1632.544,-1638.727
-5,-4.5,-0.5,-2043.327,-1859.981,-1783.261,-1717.793,-1705.52,-1689.298,-1654.673,-1641.443,-1620.229,-1637.519,-1638.146,-1638.829,-1634.6,-1633.44,-1631.343,-1629.253,-1629.519,-1630.376,-1633.255,-1633.004,-1636.389
-5,-4.5,0,-1909.566,-1771.138,-1715.232,-1673.603,-1665.02,-1655.952,-1640.548,-1636.081,-1628.486,-1637.142,-1638.428,-1640.251,-1639.128,-1639.602,-1638.08,-1636.303,-1635.561,-1635.445,-1636.106,-1633.828,-1634.191
-5,-4.5,0.5,-1722.186,-1652.58,-1632.114,-1619.665,-1622.661,-1624.468,-1623.549,-1626.863,-1628.273,-1635.661,-1639.348,-1643.212,-1644.647,-1646.505,-1645.749,-1644.187,-1642.639,-1641.243,-1639.783,-1635.537,-1633.153
-5,-4.5,1,-1680.026,-1640.111,-1626.83,-1619.287,-1620.422,-1622.254,-1624.482,-1629.239,-1633.541,-1640.191,-1645.072,-1650.041,-1652.916,-1655.536,-1655.323,-1653.851,-1651.687,-1649.158,-1646.011,-1640.246,-1635.764
-5,-4.5,1.5,-1644.847,-1623.789,-1616.294,-1612.727,-1614.425,-1617.507,-1622.096,-1628.412,-1634.823,-1642.055,-1648.227,-1654.227,-1658.198,-1661.376,-1661.596,-1660.159,-1657.49,-1653.982,-1649.456,-1642.459,-1636.284
-5,-4.5,2,-1625.981,-1614.34,-1609.958,-1608.567,-1610.887,-1614.884,-1620.77,-1628.055,-1635.676,-1643.52,-1650.58,-1657.254,-1661.941,-1665.487,-1666.089,-1664.791,-1661.932,-1657.908,-1652.634,-1645.067,-1637.993
-5,-4.5,2.5,-1619.214,-1611.484,-1608.283,-1607.67,-1610.068,-1614.257,-1620.414,-1627.824,-1635.68,-1643.552,-1650.779,-1657.499,-1662.337,-1665.879,-1666.625,-1665.405,-1662.495,-1658.265,-1652.703,-1645.064,-1637.691
-5,-4.5,3,-1620.149,-1613.873,-1610.933,-1610.343,-1612.346,-1616.107,-1621.741,-1628.515,-1635.773,-1643.001,-1649.703,-1655.891,-1660.403,-1663.655,-1664.409,-1663.327,-1660.635,-1656.658,-1651.422,-1644.387,-1637.501
-5,-4.5,3.5,-1625.624,-1619.972,-1616.985,-1616.06,-1617.326,-1620.159,-1624.635,-1630.103,-1636.035,-1641.958,-1647.49,-1652.607,-1656.359,-1659.062,-1659.71,-1658.834,-1656.617,-1653.327,-1648.997,-1643.21,-1637.553
-5,-4.5,4,-1633.468,-1628.417,-1625.428,-1624.059,-1624.381,-1625.921,-1628.76,-1632.38,-1636.395,-1640.439,-1644.253,-1647.84,-1650.462,-1652.389,-1652.826,-1652.205,-1650.669,-1648.424,-1645.478,-1641.473,-1637.656
-5,-4.5,4.5,-1643.348,-1638.854,-1635.825,-1633.879,-1633.052,-1632.997,-1633.825,-1635.18,-1636.828,-1638.55,-1640.227,-1641.933,-1643.14,-1644.115,-1644.249,-1643.904,-1643.187,-1642.235,-1641.009,-1639.159,-1637.615
-5,-4.5,5,-1654.261,-1650.329,-1647.252,-1644.659,-1642.568,-1640.742,-1639.346,-1638.192,-1637.21,-1636.348,-1635.635,-1635.247,-1634.857,-1634.758,-1634.51,-1634.424,-1634.571,-1635.021,-1635.67,-1636.144,-1637.076
-5,-4,-5,-1494.523,-1273.142,-1188.029,-1093.489,-1106.662,-1108.127,-989.506,-925.527,-719.752,-941.684,-1027.713,-1123.489,-1113.001,-1115.864,-1235.899,-1302.653,-1501.767,-1309.463,-1257.354,-1207.913,-1265.619
-5,-4,-4.5,-1598.213,-1376.983,-1291.992,-1197.625,-1210.944,-1212.609,-1094.564,-1031.349,-827.444,-1049.445,-1136.176,-1232.569,-1224.393,-1230.678,-1349.081,-1414.621,-1598.633,-1431.118,-1398.866,-1371.71,-1435.547
-5,-4,-4,-1612.171,-1391.176,-1306.409,-1212.418,-1226.083,-1228.254,-1111.637,-1050.339,-851.038,-1073.402,-1162.095,-1260.262,-1257.882,-1272.132,-1387.988,-1452.617,-1611.598,-1488.481,-1484.218,-1482.189,-1545.671
-5,-4,-3.5,-1854.309,-1633.713,-1549.22,-1455.686,-1469.477,-1471.782,-1356.921,-1297.708,-1105.573,-1323.438,-1409.053,-1500.498,-1496.017,-1506.627,-1594.571,-1631.741,-1728.939,-1635.087,-1629.788,-1622.135,-1659.391
-5,-4,-3,-1776.754,-1557.164,-1473.662,-1381.896,-1397.102,-1401.45,-1293.204,-1242.295,-1070.952,-1285.187,-1373.006,-1462.518,-1468.496,-1489.005,-1557.485,-1585.303,-1646.378,-1603.273,-1614.035,-1616.595,-1647.398
-5,-4,-2.5,-1770.701,-1553.421,-1472.101,-1384.192,-1402.119,-1410.256,-1315.184,-1279.28,-1145.035,-1344.46,-1427.293,-1503.891,-1513.728,-1533.73,-1573.97,-1588.495,-1620.856,-1607.113,-1622.213,-1627.37,-1651.671
-5,-4,-2,-1846.32,-1633.21,-1555.046,-1473.086,-1492.837,-1503.189,-1425.924,-1405.256,-1314.531,-1469.582,-1526.132,-1571.293,-1571.179,-1578.747,-1591.838,-1593.695,-1606.97,-1604.594,-1617.489,-1621.08,-1638.675
-5,-4,-1.5,-1973.638,-1766.309,-1689.847,-1613.141,-1626.989,-1630.075,-1567.472,-1550.919,-1492.037,-1580.927,-1603.325,-1619.108,-1610.902,-1610.391,-1610.083,-1607.038,-1612.131,-1614.592,-1625.478,-1628.258,-1641.716
-5,-4,-1,-2040.842,-1843.039,-1766.532,-1694.873,-1695.271,-1685.988,-1637.985,-1622.248,-1586.158,-1625.384,-1629.691,-1633.23,-1625.376,-1623.938,-1620.212,-1616.664,-1618.64,-1622.303,-1630.678,-1631.994,-1641.504
-5,-4,-0.5,-1894.339,-1733.382,-1678.193,-1634.231,-1640.145,-1639.479,-1620.189,-1618.026,-1605.636,-1625.777,-1628.764,-1632.382,-1629.332,-1630.265,-1627.277,-1624.584,-1625.156,-1628.066,-1633.426,-1632.533,-1637.867
-5,-4,0,-1802.694,-1688.312,-1651.741,-1626.36,-1629.937,-1630.136,-1623.528,-1625.227,-1622.333,-1632.605,-1635.109,-1638.884,-1638.305,-1640.145,-1637.583,-1634.876,-1633.844,-1634.66,-1636.523,-1632.836,-1633.848
-5,-4,0.5,-1661.003,-1607.972,-1598.927,-1594.985,-1604.185,-1610.59,-1614.505,-1621.525,-1625.907,-1634.715,-1639.502,-1645.133,-1647.125,-1650.123,-1648.437,-1645.839,-1643.593,-1642.278,-1640.979,-1634.667,-1631.816
-5,-4,1,-1644.648,-1613.491,-1606.021,-1602.777,-1607.522,-1612.308,-1618.109,-1626.049,-1633.15,-1641.719,-1648.2,-1655.246,-1659.084,-1662.977,-1662.18,-1659.817,-1656.822,-1653.887,-1650.245,-1642.072,-1636.41
-5,-4,1.5,-1623.004,-1605.451,-1600.511,-1599.098,-1603.189,-1608.584,-1616.283,-1625.694,-1635.013,-1644.599,-1652.804,-1661.132,-1666.384,-1670.911,-1670.792,-1668.536,-1664.871,-1660.509,-1654.9,-1645.155,-1637.149
-5,-4,2,-1610.452,-1599.666,-1596.311,-1596.158,-1600.382,-1606.511,-1615.371,-1625.795,-1636.481,-1647.006,-1656.438,-1665.63,-1671.861,-1676.839,-1677.344,-1675.373,-1671.505,-1666.416,-1659.753,-1649.353,-1640.126
-5,-4,2.5,-1606.452,-1598.413,-1595.567,-1595.794,-1599.835,-1606.033,-1615.004,-1625.462,-1636.354,-1646.972,-1656.651,-1665.866,-1672.308,-1677.232,-1677.987,-1676.155,-1672.208,-1666.759,-1659.604,-1649.12,-1639.398
-5,-4,3,-1609.264,-1602.254,-1599.396,-1599.453,-1602.894,-1608.486,-1616.67,-1626.239,-1636.305,-1646.115,-1655.136,-1663.627,-1669.659,-1674.172,-1674.986,-1673.37,-1669.714,-1664.54,-1657.73,-1648.059,-1638.902
-5,-4,3.5,-1616.803,-1610.323,-1607.31,-1606.89,-1609.352,-1613.729,-1620.351,-1628.179,-1636.489,-1644.61,-1652.122,-1659.193,-1664.248,-1668.022,-1668.742,-1667.436,-1664.421,-1660.118,-1654.448,-1646.451,-1638.866
-5,-4,4,-1627.254,-1621.407,-1618.332,-1617.308,-1618.512,-1621.192,-1625.629,-1631.004,-1636.781,-1642.446,-1647.718,-1652.764,-1656.351,-1659.094,-1659.581,-1658.647,-1656.544,-1653.595,-1649.712,-1644.094,-1638.907
-5,-4,4.5,-1640.2,-1634.989,-1631.825,-1630.034,-1629.716,-1630.297,-1632.063,-1634.434,-1637.084,-1639.702,-1642.172,-1644.728,-1646.464,-1647.939,-1648.061,-1647.519,-1646.503,-1645.238,-1643.59,-1640.836,-1638.62
-5,-4,5,-1654.447,-1649.862,-1646.579,-1643.914,-1641.907,-1640.143,-1638.949,-1637.988,-1637.154,-1636.358,-1635.677,-1635.448,-1635.076,-1635.111,-1634.741,-1634.544,-1634.658,-1635.204,-1635.985,-1636.291,-1637.294
-5,-3.5,-5,-1703.674,-1482.87,-1397.934,-1303.547,-1316.692,-1318.132,-1199.628,-1135.677,-930.065,-1151.551,-1237.098,-1332.307,-1320.997,-1323.067,-1439.935,-1502.219,-1693.085,-1499.88,-1446.31,-1389.577,-1440.593
-5,-3.5,-4.5,-1806.909,-1586.338,-1501.56,-1407.361,-1420.628,-1422.206,-1304.238,-1240.965,-1037.183,-1258.225,-1343.765,-1438.662,-1428.322,-1432.28,-1543.571,-1599.501,-1767.45,-1596.687,-1559.604,-1518.267,-1570.577
-5,-3.5,-4,-1820.599,-1600.287,-1515.705,-1421.824,-1435.319,-1437.211,-1320.523,-1258.93,-1059.615,-1279.9,-1365.905,-1460.659,-1453.528,-1462.633,-1564.981,-1612.954,-1747.801,-1620.578,-1610.579,-1591.715,-1645.828
-5,-3.5,-3.5,-2061.522,-1841.683,-1757.33,-1663.759,-1677.055,-1678.524,-1563.024,-1502.616,-1309.587,-1522.248,-1601.122,-1684.129,-1668.732,-1667.933,-1732.763,-1745.829,-1815.658,-1719.401,-1712.046,-1691.69,-1727.446
-5,-3.5,-3,-1983.39,-1764.338,-1680.587,-1588.23,-1602.057,-1604.245,-1494.042,-1439.987,-1265.859,-1469.054,-1543.369,-1617.275,-1605.056,-1608.647,-1648.746,-1651.652,-1690.397,-1646.791,-1658.506,-1651.464,-1684.136
-5,-3.5,-2.5,-1975.498,-1758.235,-1675.771,-1585.995,-1600.543,-1603.632,-1503.722,-1460.666,-1319.691,-1499.222,-1560.524,-1615.937,-1604.393,-1608.164,-1624.223,-1620.614,-1640.179,-1628.842,-1648.268,-1647.694,-1676.415
-5,-3.5,-2,-2046.125,-1831.646,-1750.096,-1663.189,-1675.054,-1674.449,-1586.717,-1552.202,-1448.619,-1576.157,-1607.647,-1632.908,-1614.949,-1611.834,-1608.468,-1598.907,-1605.69,-1606.515,-1624.412,-1623.896,-1645.888
-5,-3.5,-1.5,-2161.529,-1949.686,-1865.229,-1777.905,-1776.872,-1761.762,-1683.656,-1649.646,-1576.32,-1640.787,-1644.353,-1648.414,-1629.763,-1624.948,-1615.072,-1605.602,-1608.041,-1614.2,-1630.318,-1630.459,-1648.317
-5,-3.5,-1,-2204.154,-1996.637,-1905.8,-1817.479,-1798.144,-1768.54,-1706.211,-1676.746,-1630.513,-1654.503,-1647.982,-1646.444,-1633.111,-1630.687,-1621.112,-1613.594,-1614.445,-1621.456,-1634.452,-1633.778,-1647.098
-5,-3.5,-0.5,-2020.882,-1846.17,-1773.539,-1712.026,-1700.456,-1684.179,-1655.742,-1645.712,-1627.705,-1639.641,-1636.688,-1638.443,-1632.265,-1633.363,-1626.277,-1620.658,-1620.477,-1625.953,-1634.9,-1632.11,-1640.289
-5,-3.5,0,-1881.844,-1754.298,-1703.283,-1665.099,-1657.862,-1649.194,-1638.537,-1637.036,-1631.809,-1638.155,-1637.556,-1641.057,-1638.643,-1641.056,-1635.39,-1630.293,-1628.497,-1631.049,-1635.416,-1629.689,-1632.5
-5,-3.5,0.5,-1704.336,-1641.618,-1623.238,-1611.596,-1615.225,-1617.157,-1619.812,-1626.023,-1629.757,-1636.808,-1640,-1646.066,-1646.957,-1650.634,-1646.494,-1641.851,-1638.748,-1638.464,-1638.745,-1630.251,-1628.305
-5,-3.5,1,-1661.315,-1625.183,-1613.471,-1606.836,-1609.731,-1612.997,-1619.36,-1628.024,-1635.676,-1643.923,-1649.947,-1658.018,-1661.474,-1666.293,-1663.775,-1659.886,-1656.209,-1654.022,-1651.515,-1641.381,-1636.25
-5,-3.5,1.5,-1626.521,-1606.54,-1599.917,-1597.186,-1601.085,-1606.308,-1615.306,-1626.08,-1636.505,-1646.494,-1654.865,-1664.451,-1669.717,-1675.201,-1673.812,-1670.304,-1665.929,-1661.918,-1656.912,-1645.21,-1637.234
-5,-3.5,2,-1608.464,-1596.449,-1592.586,-1592.108,-1596.893,-1603.526,-1614.018,-1626.12,-1638.244,-1649.642,-1659.693,-1670.32,-1676.902,-1682.892,-1682.559,-1679.68,-1675.236,-1670.35,-1664.04,-1651.884,-1642.49
-5,-3.5,2.5,-1601.827,-1593.089,-1590.218,-1590.546,-1595.411,-1602.372,-1613.002,-1625.163,-1637.549,-1649.2,-1659.668,-1670.279,-1677.185,-1683.037,-1683.159,-1680.551,-1676.012,-1670.531,-1663.412,-1651.219,-1641.044
-5,-3.5,3,-1603.734,-1596.315,-1593.663,-1594.026,-1598.358,-1604.787,-1614.525,-1625.684,-1637.166,-1648.016,-1657.855,-1667.626,-1674.149,-1679.489,-1679.809,-1677.539,-1673.347,-1668.041,-1661.112,-1649.886,-1640.17
-5,-3.5,3.5,-1611.444,-1604.742,-1602.058,-1602.041,-1605.36,-1610.534,-1618.513,-1627.719,-1637.261,-1646.306,-1654.555,-1662.725,-1668.233,-1672.72,-1673.062,-1671.243,-1667.809,-1663.399,-1657.616,-1648.339,-1640.273
-5,-3.5,4,-1622.809,-1616.841,-1614.146,-1613.546,-1615.504,-1618.849,-1624.369,-1630.825,-1637.551,-1643.917,-1649.743,-1655.643,-1659.579,-1662.898,-1663.101,-1661.795,-1659.42,-1656.468,-1652.591,-1646.052,-1640.595
-5,-3.5,4.5,-1637.109,-1631.81,-1629.028,-1627.627,-1627.904,-1628.948,-1631.462,-1634.544,-1637.781,-1640.783,-1643.533,-1646.637,-1648.551,-1650.433,-1650.321,-1649.525,-1648.388,-1647.263,-1645.803,-1642.522,-1640.319
-5,-3.5,5,-1652.949,-1648.196,-1645.222,-1642.846,-1641.221,-1639.654,-1638.816,-1638.134,-1637.453,-1636.646,-1635.887,-1635.834,-1635.395,-1635.613,-1634.984,-1634.59,-1634.687,-1635.496,-1636.63,-1636.755,-1638.035
-5,-3,-5,-1795.63,-1576.056,-1491.557,-1397.56,-1410.751,-1412.274,-1294.167,-1230.509,-1025.518,-1246.675,-1332.053,-1427.344,-1416.084,-1419.096,-1533.621,-1592.759,-1776.431,-1591.554,-1549.213,-1496.649,-1558.182
-5,-3,-4.5,-1898.003,-1678.855,-1594.631,-1500.917,-1514.285,-1515.972,-1398.526,-1335.684,-1132.846,-1353.326,-1438.395,-1533.192,-1522.527,-1527.657,-1633.791,-1683.195,-1838.497,-1680.081,-1657.338,-1617.049,-1678.65
-5,-3,-4,-1911.297,-1692.527,-1608.549,-1515.19,-1528.79,-1530.759,-1414.779,-1353.864,-1156.15,-1375.467,-1460.548,-1555.08,-1547.334,-1558.533,-1652.349,-1690.951,-1810.713,-1701.825,-1709.841,-1689.789,-1754.093
-5,-3,-3.5,-2150.221,-1932.249,-1848.686,-1755.743,-1769.129,-1770.493,-1655.819,-1596.153,-1405.334,-1615.239,-1690.997,-1771.808,-1753.218,-1753.429,-1804.264,-1805.273,-1862.166,-1787.312,-1800.143,-1778.613,-1827.567
-5,-3,-3,-2071.931,-1854.705,-1771.586,-1679.63,-1693.165,-1694.606,-1585.213,-1531.79,-1360.643,-1557.704,-1625.285,-1694.315,-1675.772,-1679.121,-1701.991,-1692.219,-1721.781,-1695.229,-1723.354,-1711.934,-1755.687
-5,-3,-2.5,-2062.863,-1847.35,-1765.211,-1675.362,-1688.799,-1689.809,-1590.442,-1547.401,-1409.617,-1578.018,-1628.579,-1677.803,-1658.79,-1663.168,-1664.202,-1650.839,-1666.25,-1668.553,-1702.444,-1697.601,-1736.808
-5,-3,-2,-2129.791,-1916.622,-1834.396,-1745.932,-1754.395,-1748.484,-1659.463,-1622.349,-1519.297,-1630.728,-1648.976,-1668.729,-1643.601,-1641.885,-1626.418,-1608.979,-1613.6,-1624.437,-1654.017,-1648.892,-1679.488
-5,-3,-1.5,-2236.656,-2025.05,-1937.933,-1846.52,-1838.982,-1815.367,-1735.061,-1697.778,-1623.963,-1674.844,-1668.751,-1671.517,-1648.584,-1646.984,-1628.675,-1613.721,-1615.726,-1630.32,-1656.776,-1653.39,-1679.181
-5,-3,-1,-2263.292,-2054.56,-1958.925,-1864.546,-1837.659,-1799.747,-1736.759,-1705.975,-1659.779,-1675.425,-1662.941,-1662.453,-1646.378,-1647.419,-1631.501,-1619.789,-1620.771,-1634.799,-1656.676,-1653.282,-1673.652
-5,-3,-0.5,-2062.012,-1886.134,-1808.818,-1741.773,-1724.574,-1702.321,-1674.411,-1664.271,-1646.148,-1652.925,-1645.698,-1648.808,-1640.279,-1644.166,-1631.791,-1622.559,-1622.416,-1633.472,-1649.695,-1644.566,-1658.628
-5,-3,0,-1902.233,-1775.045,-1721.375,-1679.605,-1669.553,-1657.376,-1647.959,-1647.109,-1641.821,-1644.872,-1641.015,-1645.703,-1641.166,-1645.648,-1635.424,-1627.09,-1625.08,-1631.922,-1642.049,-1634.154,-1641.637
-5,-3,0.5,-1715.677,-1653.226,-1633.294,-1619.125,-1621.376,-1620.985,-1624.774,-1631.655,-1635.174,-1639.782,-1640.251,-1647.148,-1646.073,-1651.203,-1643.118,-1635.595,-1632.104,-1635.114,-1639.937,-1629.487,-1631.235
-5,-3,1,-1664.002,-1629.283,-1617.984,-1610.566,-1613.609,-1615.851,-1623.641,-1633.277,-1640.993,-1647.627,-1651.665,-1660.6,-1662.622,-1668.801,-1663.295,-1657.313,-1653.611,-1654.441,-1656.038,-1644.743,-1643.129
-5,-3,1.5,-1625.185,-1606.901,-1601.494,-1598.765,-1603.35,-1608.083,-1618.388,-1630.047,-1640.532,-1649.266,-1656.015,-1666.273,-1670.336,-1676.884,-1673.077,-1667.892,-1663.526,-1662.023,-1660.445,-1647.901,-1642.922
-5,-3,2,-1605.603,-1595.557,-1593.394,-1593.46,-1599.245,-1605.787,-1617.527,-1630.497,-1642.779,-1653.291,-1662.14,-1673.422,-1679.147,-1686.107,-1683.992,-1679.991,-1675.824,-1673.268,-1670.071,-1657.586,-1651.023
-5,-3,2.5,-1597.012,-1590.473,-1589.558,-1590.745,-1596.708,-1603.765,-1615.477,-1628.364,-1640.863,-1651.777,-1661.233,-1672.324,-1678.489,-1685.081,-1683.732,-1680.19,-1675.851,-1672.242,-1667.639,-1655.179,-1647.302
