"x0","x1","x2","fitness0.5","fitness1","fitness1.5","fitness2","fitness2.5","fitness3","fitness3.5","fitness4","fitness4.5","fitness5","fitness5.5","fitness6","fitness6.5","fitness7","fitness7.5","fitness8","fitness8.5","fitness9","fitness9.5","fitness10","fitness10.5","file"
0.5,1,8.5,-0.163,-0.012,-0.21,0.139,0.053,-0.262,-0.021,0.229,0.143,-0.106,-0.255,-0.212,-0.045,0.131,0.229,0.221,0.127,-0.007,-0.136,-0.227,-0.261,"vincent"
0.5,1,9,-0.297,-0.146,-0.344,0.005,-0.082,-0.396,-0.156,0.094,0.008,-0.24,-0.39,-0.347,-0.179,-0.003,0.095,0.086,-0.007,-0.142,-0.271,-0.361,-0.396,"vincent"
0.5,1,9.5,-0.427,-0.276,-0.473,-0.125,-0.211,-0.526,-0.285,-0.035,-0.121,-0.37,-0.519,-0.476,-0.308,-0.132,-0.035,-0.043,-0.136,-0.271,-0.4,-0.49,-0.525,"vincent"
0.5,1,10,-0.517,-0.366,-0.564,-0.215,-0.301,-0.616,-0.376,-0.125,-0.211,-0.46,-0.609,-0.567,-0.399,-0.223,-0.125,-0.133,-0.227,-0.361,-0.49,-0.581,-0.616,"vincent"
0.5,1,10.5,-0.552,-0.401,-0.599,-0.25,-0.336,-0.651,-0.41,-0.16,-0.246,-0.495,-0.644,-0.601,-0.433,-0.258,-0.16,-0.168,-0.261,-0.396,-0.525,-0.616,-0.65,"vincent"
0.5,1.5,0.5,-0.651,-0.5,-0.698,-0.349,-0.435,-0.75,-0.509,-0.259,-0.345,-0.594,-0.743,-0.7,-0.533,-0.357,-0.259,-0.267,-0.361,-0.495,-0.624,-0.715,-0.749,"vincent"
0.5,1.5,1,-0.5,-0.349,-0.547,-0.198,-0.284,-0.599,-0.358,-0.108,-0.194,-0.443,-0.592,-0.549,-0.382,-0.206,-0.108,-0.116,-0.21,-0.344,-0.473,-0.564,-0.599,"vincent"
0.5,1.5,1.5,-0.698,-0.547,-0.744,-0.396,-0.482,-0.797,-0.556,-0.306,-0.392,-0.641,-0.79,-0.747,-0.579,-0.404,-0.306,-0.314,-0.407,-0.542,-0.671,-0.762,-0.796,"vincent"
0.5,1.5,2,-0.349,-0.198,-0.396,-0.047,-0.133,-0.448,-0.208,0.043,-0.043,-0.292,-0.441,-0.399,-0.231,-0.055,0.043,0.035,-0.059,-0.193,-0.322,-0.413,-0.448,"vincent"
0.5,1.5,2.5,-0.435,-0.284,-0.482,-0.133,-0.219,-0.534,-0.294,-0.043,-0.129,-0.378,-0.527,-0.485,-0.317,-0.141,-0.043,-0.051,-0.145,-0.279,-0.409,-0.499,-0.534,"vincent"
0.5,1.5,3,-0.75,-0.599,-0.797,-0.448,-0.534,-0.849,-0.608,-0.358,-0.444,-0.693,-0.842,-0.799,-0.632,-0.456,-0.358,-0.366,-0.46,-0.594,-0.723,-0.814,-0.848,"vincent"
0.5,1.5,3.5,-0.509,-0.358,-0.556,-0.208,-0.294,-0.608,-0.368,-0.118,-0.204,-0.453,-0.602,-0.559,-0.391,-0.215,-0.118,-0.126,-0.219,-0.354,-0.483,-0.573,-0.608,"vincent"
0.5,1.5,4,-0.259,-0.108,-0.306,0.043,-0.043,-0.358,-0.118,0.133,0.047,-0.202,-0.351,-0.309,-0.141,0.035,0.133,0.125,0.031,-0.103,-0.233,-0.323,-0.358,"vincent"
0.5,1.5,4.5,-0.345,-0.194,-0.392,-0.043,-0.129,-0.444,-0.204,0.047,-0.039,-0.288,-0.437,-0.395,-0.227,-0.051,0.047,0.039,-0.055,-0.189,-0.319,-0.409,-0.444,"vincent"
0.5,1.5,5,-0.594,-0.443,-0.641,-0.292,-0.378,-0.693,-0.453,-0.202,-0.288,-0.537,-0.686,-0.644,-0.476,-0.3,-0.202,-0.21,-0.304,-0.438,-0.568,-0.658,-0.693,"vincent"
0.5,1.5,5.5,-0.743,-0.592,-0.79,-0.441,-0.527,-0.842,-0.602,-0.351,-0.437,-0.686,-0.835,-0.793,-0.625,-0.449,-0.351,-0.359,-0.453,-0.587,-0.717,-0.807,-0.842,"vincent"
0.5,1.5,6,-0.7,-0.549,-0.747,-0.399,-0.485,-0.799,-0.559,-0.309,-0.395,-0.644,-0.793,-0.75,-0.582,-0.406,-0.309,-0.317,-0.41,-0.545,-0.674,-0.764,-0.799,"vincent"
0.5,1.5,6.5,-0.533,-0.382,-0.579,-0.231,-0.317,-0.632,-0.391,-0.141,-0.227,-0.476,-0.625,-0.582,-0.414,-0.238,-0.141,-0.149,-0.242,-0.377,-0.506,-0.597,-0.631,"vincent"
0.5,1.5,7,-0.357,-0.206,-0.404,-0.055,-0.141,-0.456,-0.215,0.035,-0.051,-0.3,-0.449,-0.406,-0.238,-0.063,0.035,0.027,-0.066,-0.201,-0.33,-0.421,-0.455,"vincent"
0.5,1.5,7.5,-0.259,-0.108,-0.306,0.043,-0.043,-0.358,-0.118,0.133,0.047,-0.202,-0.351,-0.309,-0.141,0.035,0.133,0.125,0.031,-0.103,-0.233,-0.323,-0.358,"vincent"
0.5,1.5,8,-0.267,-0.116,-0.314,0.035,-0.051,-0.366,-0.126,0.125,0.039,-0.21,-0.359,-0.317,-0.149,0.027,0.125,0.117,0.023,-0.111,-0.241,-0.331,-0.366,"vincent"
0.5,1.5,8.5,-0.361,-0.21,-0.407,-0.059,-0.145,-0.46,-0.219,0.031,-0.055,-0.304,-0.453,-0.41,-0.242,-0.066,0.031,0.023,-0.07,-0.205,-0.334,-0.425,-0.459,"vincent"
0.5,1.5,9,-0.495,-0.344,-0.542,-0.193,-0.279,-0.594,-0.354,-0.103,-0.189,-0.438,-0.587,-0.545,-0.377,-0.201,-0.103,-0.111,-0.205,-0.339,-0.469,-0.559,-0.594,"vincent"
0.5,1.5,9.5,-0.624,-0.473,-0.671,-0.322,-0.409,-0.723,-0.483,-0.233,-0.319,-0.568,-0.717,-0.674,-0.506,-0.33,-0.233,-0.241,-0.334,-0.469,-0.598,-0.688,-0.723,"vincent"
0.5,1.5,10,-0.715,-0.564,-0.762,-0.413,-0.499,-0.814,-0.573,-0.323,-0.409,-0.658,-0.807,-0.764,-0.597,-0.421,-0.323,-0.331,-0.425,-0.559,-0.688,-0.779,-0.813,"vincent"
0.5,1.5,10.5,-0.749,-0.599,-0.796,-0.448,-0.534,-0.848,-0.608,-0.358,-0.444,-0.693,-0.842,-0.799,-0.631,-0.455,-0.358,-0.366,-0.459,-0.594,-0.723,-0.813,-0.848,"vincent"
0.5,2,0.5,-0.302,-0.151,-0.349,0,-0.086,-0.401,-0.161,0.09,0.004,-0.245,-0.394,-0.352,-0.184,-0.008,0.09,0.082,-0.012,-0.146,-0.276,-0.366,-0.401,"vincent"
0.5,2,1,-0.151,0,-0.198,0.151,0.065,-0.25,-0.01,0.241,0.155,-0.094,-0.243,-0.201,-0.033,0.143,0.241,0.233,0.139,0.005,-0.125,-0.215,-0.25,"vincent"
0.5,2,1.5,-0.349,-0.198,-0.396,-0.047,-0.133,-0.448,-0.208,0.043,-0.043,-0.292,-0.441,-0.399,-0.231,-0.055,0.043,0.035,-0.059,-0.193,-0.322,-0.413,-0.448,"vincent"
0.5,2,2,0,0.151,-0.047,0.302,0.216,-0.099,0.141,0.392,0.306,0.057,-0.092,-0.05,0.118,0.294,0.392,0.384,0.29,0.156,0.026,-0.064,-0.099,"vincent"
0.5,2,2.5,-0.086,0.065,-0.133,0.216,0.129,-0.185,0.055,0.305,0.219,-0.029,-0.179,-0.136,0.032,0.208,0.306,0.297,0.204,0.069,-0.06,-0.15,-0.185,"vincent"
0.5,2,3,-0.401,-0.25,-0.448,-0.099,-0.185,-0.5,-0.26,-0.009,-0.095,-0.344,-0.493,-0.451,-0.283,-0.107,-0.009,-0.017,-0.111,-0.245,-0.375,-0.465,-0.5,"vincent"
0.5,2,3.5,-0.161,-0.01,-0.208,0.141,0.055,-0.26,-0.019,0.231,0.145,-0.104,-0.253,-0.21,-0.042,0.133,0.231,0.223,0.13,-0.005,-0.134,-0.225,-0.259,"vincent"
0.5,2,4,0.09,0.241,0.043,0.392,0.305,-0.009,0.231,0.481,0.395,0.146,-0.003,0.04,0.208,0.384,0.482,0.473,0.38,0.245,0.116,0.026,-0.009,"vincent"
0.5,2,4.5,0.004,0.155,-0.043,0.306,0.219,-0.095,0.145,0.395,0.309,0.06,-0.089,-0.046,0.122,0.298,0.396,0.387,0.294,0.159,0.03,-0.06,-0.095,"vincent"
0.5,2,5,-0.245,-0.094,-0.292,0.057,-0.029,-0.344,-0.104,0.146,0.06,-0.188,-0.338,-0.295,-0.127,0.049,0.147,0.138,0.045,-0.089,-0.219,-0.309,-0.344,"vincent"
0.5,2,5.5,-0.394,-0.243,-0.441,-0.092,-0.179,-0.493,-0.253,-0.003,-0.089,-0.338,-0.487,-0.444,-0.276,-0.1,-0.002,-0.011,-0.104,-0.239,-0.368,-0.458,-0.493,"vincent"
0.5,2,6,-0.352,-0.201,-0.399,-0.05,-0.136,-0.451,-0.21,0.04,-0.046,-0.295,-0.444,-0.401,-0.233,-0.058,0.04,0.032,-0.062,-0.196,-0.325,-0.416,-0.45,"vincent"
0.5,2,6.5,-0.184,-0.033,-0.231,0.118,0.032,-0.283,-0.042,0.208,0.122,-0.127,-0.276,-0.233,-0.066,0.11,0.208,0.2,0.106,-0.028,-0.157,-0.248,-0.282,"vincent"
0.5,2,7,-0.008,0.143,-0.055,0.294,0.208,-0.107,0.133,0.384,0.298,0.049,-0.1,-0.058,0.11,0.286,0.384,0.376,0.282,0.148,0.019,-0.072,-0.107,"vincent"
0.5,2,7.5,0.09,0.241,0.043,0.392,0.306,-0.009,0.231,0.482,0.396,0.147,-0.002,0.04,0.208,0.384,0.482,0.474,0.38,0.246,0.116,0.026,-0.009,"vincent"
0.5,2,8,0.082,0.233,0.035,0.384,0.297,-0.017,0.223,0.473,0.387,0.138,-0.011,0.032,0.2,0.376,0.474,0.465,0.372,0.237,0.108,0.018,-0.017,"vincent"
0.5,2,8.5,-0.012,0.139,-0.059,0.29,0.204,-0.111,0.13,0.38,0.294,0.045,-0.104,-0.062,0.106,0.282,0.38,0.372,0.278,0.144,0.015,-0.076,-0.111,"vincent"
0.5,2,9,-0.146,0.005,-0.193,0.156,0.069,-0.245,-0.005,0.245,0.159,-0.089,-0.239,-0.196,-0.028,0.148,0.246,0.237,0.144,0.009,-0.12,-0.21,-0.245,"vincent"
0.5,2,9.5,-0.276,-0.125,-0.322,0.026,-0.06,-0.375,-0.134,0.116,0.03,-0.219,-0.368,-0.325,-0.157,0.019,0.116,0.108,0.015,-0.12,-0.249,-0.34,-0.374,"vincent"
0.5,2,10,-0.366,-0.215,-0.413,-0.064,-0.15,-0.465,-0.225,0.026,-0.06,-0.309,-0.458,-0.416,-0.248,-0.072,0.026,0.018,-0.076,-0.21,-0.34,-0.43,-0.465,"vincent"
0.5,2,10.5,-0.401,-0.25,-0.448,-0.099,-0.185,-0.5,-0.259,-0.009,-0.095,-0.344,-0.493,-0.45,-0.282,-0.107,-0.009,-0.017,-0.111,-0.245,-0.374,-0.465,-0.499,"vincent"
0.5,2.5,0.5,-0.388,-0.237,-0.435,-0.086,-0.172,-0.487,-0.247,0.003,-0.082,-0.331,-0.481,-0.438,-0.27,-0.094,0.004,-0.004,-0.098,-0.232,-0.362,-0.452,-0.487,"vincent"
0.5,2.5,1,-0.237,-0.086,-0.284,0.065,-0.022,-0.336,-0.096,0.154,0.068,-0.18,-0.33,-0.287,-0.119,0.057,0.155,0.146,0.053,-0.082,-0.211,-0.301,-0.336,"vincent"
0.5,2.5,1.5,-0.435,-0.284,-0.482,-0.133,-0.219,-0.534,-0.294,-0.043,-0.129,-0.378,-0.527,-0.485,-0.317,-0.141,-0.043,-0.051,-0.145,-0.279,-0.409,-0.499,-0.534,"vincent"
0.5,2.5,2,-0.086,0.065,-0.133,0.216,0.129,-0.185,0.055,0.305,0.219,-0.029,-0.179,-0.136,0.032,0.208,0.306,0.297,0.204,0.069,-0.06,-0.15,-0.185,"vincent"
0.5,2.5,2.5,-0.172,-0.022,-0.219,0.129,0.043,-0.272,-0.031,0.219,0.133,-0.116,-0.265,-0.222,-0.054,0.122,0.219,0.211,0.118,-0.017,-0.146,-0.236,-0.271,"vincent"
0.5,2.5,3,-0.487,-0.336,-0.534,-0.185,-0.272,-0.586,-0.346,-0.096,-0.182,-0.43,-0.58,-0.537,-0.369,-0.193,-0.095,-0.104,-0.197,-0.331,-0.461,-0.551,-0.586,"vincent"
0.5,2.5,3.5,-0.247,-0.096,-0.294,0.055,-0.031,-0.346,-0.106,0.145,0.059,-0.19,-0.339,-0.297,-0.129,0.047,0.145,0.137,0.043,-0.091,-0.221,-0.311,-0.346,"vincent"
0.5,2.5,4,0.003,0.154,-0.043,0.305,0.219,-0.096,0.145,0.395,0.309,0.06,-0.089,-0.046,0.122,0.298,0.395,0.387,0.294,0.159,0.03,-0.061,-0.095,"vincent"
0.5,2.5,4.5,-0.082,0.068,-0.129,0.219,0.133,-0.182,0.059,0.309,0.223,-0.026,-0.175,-0.132,0.036,0.212,0.309,0.301,0.208,0.073,-0.056,-0.146,-0.181,"vincent"
0.5,2.5,5,-0.331,-0.18,-0.378,-0.029,-0.116,-0.43,-0.19,0.06,-0.026,-0.275,-0.424,-0.381,-0.213,-0.037,0.06,0.052,-0.041,-0.176,-0.305,-0.395,-0.43,"vincent"
0.5,2.5,5.5,-0.481,-0.33,-0.527,-0.179,-0.265,-0.58,-0.339,-0.089,-0.175,-0.424,-0.573,-0.53,-0.362,-0.186,-0.089,-0.097,-0.19,-0.325,-0.454,-0.545,-0.579,"vincent"
0.5,2.5,6,-0.438,-0.287,-0.485,-0.136,-0.222,-0.537,-0.297,-0.046,-0.132,-0.381,-0.53,-0.488,-0.32,-0.144,-0.046,-0.054,-0.148,-0.282,-0.412,-0.502,-0.537,"vincent"
0.5,2.5,6.5,-0.27,-0.119,-0.317,0.032,-0.054,-0.369,-0.129,0.122,0.036,-0.213,-0.362,-0.32,-0.152,0.024,0.122,0.114,0.02,-0.114,-0.244,-0.334,-0.369,"vincent"
0.5,2.5,7,-0.094,0.057,-0.141,0.208,0.122,-0.193,0.047,0.298,0.212,-0.037,-0.186,-0.144,0.024,0.2,0.298,0.29,0.196,0.062,-0.068,-0.158,-0.193,"vincent"
0.5,2.5,7.5,0.004,0.155,-0.043,0.306,0.219,-0.095,0.145,0.395,0.309,0.06,-0.089,-0.046,0.122,0.298,0.395,0.387,0.294,0.159,0.03,-0.06,-0.095,"vincent"
0.5,2.5,8,-0.004,0.146,-0.051,0.297,0.211,-0.104,0.137,0.387,0.301,0.052,-0.097,-0.054,0.114,0.29,0.387,0.379,0.286,0.151,0.022,-0.068,-0.103,"vincent"
0.5,2.5,8.5,-0.098,0.053,-0.145,0.204,0.118,-0.197,0.043,0.294,0.208,-0.041,-0.19,-0.148,0.02,0.196,0.294,0.286,0.192,0.058,-0.072,-0.162,-0.197,"vincent"
0.5,2.5,9,-0.232,-0.082,-0.279,0.069,-0.017,-0.331,-0.091,0.159,0.073,-0.176,-0.325,-0.282,-0.114,0.062,0.159,0.151,0.058,-0.077,-0.206,-0.296,-0.331,"vincent"
0.5,2.5,9.5,-0.362,-0.211,-0.409,-0.06,-0.146,-0.461,-0.221,0.03,-0.056,-0.305,-0.454,-0.412,-0.244,-0.068,0.03,0.022,-0.072,-0.206,-0.335,-0.426,-0.461,"vincent"
0.5,2.5,10,-0.452,-0.301,-0.499,-0.15,-0.236,-0.551,-0.311,-0.061,-0.146,-0.395,-0.545,-0.502,-0.334,-0.158,-0.06,-0.068,-0.162,-0.296,-0.426,-0.516,-0.551,"vincent"
0.5,2.5,10.5,-0.487,-0.336,-0.534,-0.185,-0.271,-0.586,-0.346,-0.095,-0.181,-0.43,-0.579,-0.537,-0.369,-0.193,-0.095,-0.103,-0.197,-0.331,-0.461,-0.551,-0.586,"vincent"
0.5,3,0.5,-0.703,-0.552,-0.75,-0.401,-0.487,-0.802,-0.562,-0.311,-0.397,-0.646,-0.795,-0.753,-0.585,-0.409,-0.311,-0.319,-0.413,-0.547,-0.677,-0.767,-0.802,"vincent"
0.5,3,1,-0.552,-0.401,-0.599,-0.25,-0.336,-0.651,-0.411,-0.16,-0.246,-0.495,-0.644,-0.602,-0.434,-0.258,-0.16,-0.168,-0.262,-0.396,-0.526,-0.616,-0.651,"vincent"
0.5,3,1.5,-0.75,-0.599,-0.797,-0.448,-0.534,-0.849,-0.608,-0.358,-0.444,-0.693,-0.842,-0.799,-0.632,-0.456,-0.358,-0.366,-0.46,-0.594,-0.723,-0.814,-0.848,"vincent"
0.5,3,2,-0.401,-0.25,-0.448,-0.099,-0.185,-0.5,-0.26,-0.009,-0.095,-0.344,-0.493,-0.451,-0.283,-0.107,-0.009,-0.017,-0.111,-0.245,-0.375,-0.465,-0.5,"vincent"
0.5,3,2.5,-0.487,-0.336,-0.534,-0.185,-0.272,-0.586,-0.346,-0.096,-0.182,-0.43,-0.58,-0.537,-0.369,-0.193,-0.095,-0.104,-0.197,-0.331,-0.461,-0.551,-0.586,"vincent"
0.5,3,3,-0.802,-0.651,-0.849,-0.5,-0.586,-0.901,-0.661,-0.41,-0.496,-0.745,-0.894,-0.852,-0.684,-0.508,-0.41,-0.418,-0.512,-0.646,-0.776,-0.866,-0.901,"vincent"
0.5,3,3.5,-0.562,-0.411,-0.608,-0.26,-0.346,-0.661,-0.42,-0.17,-0.256,-0.505,-0.654,-0.611,-0.443,-0.268,-0.17,-0.178,-0.271,-0.406,-0.535,-0.626,-0.66,"vincent"
0.5,3,4,-0.311,-0.16,-0.358,-0.009,-0.096,-0.41,-0.17,0.08,-0.006,-0.255,-0.404,-0.361,-0.193,-0.017,0.081,0.072,-0.021,-0.156,-0.285,-0.375,-0.41,"vincent"
0.5,3,4.5,-0.397,-0.246,-0.444,-0.095,-0.182,-0.496,-0.256,-0.006,-0.092,-0.34,-0.49,-0.447,-0.279,-0.103,-0.005,-0.014,-0.107,-0.242,-0.371,-0.461,-0.496,"vincent"
0.5,3,5,-0.646,-0.495,-0.693,-0.344,-0.43,-0.745,-0.505,-0.255,-0.34,-0.589,-0.739,-0.696,-0.528,-0.352,-0.254,-0.262,-0.356,-0.49,-0.62,-0.71,-0.745,"vincent"
0.5,3,5.5,-0.795,-0.644,-0.842,-0.493,-0.58,-0.894,-0.654,-0.404,-0.49,-0.739,-0.888,-0.845,-0.677,-0.501,-0.403,-0.412,-0.505,-0.64,-0.769,-0.859,-0.894,"vincent"
0.5,3,6,-0.753,-0.602,-0.799,-0.451,-0.537,-0.852,-0.611,-0.361,-0.447,-0.696,-0.845,-0.802,-0.634,-0.459,-0.361,-0.369,-0.462,-0.597,-0.726,-0.817,-0.851,"vincent"
