x0,x1,x2,fitness
0.5,4.5,9,0.011
0.5,4.5,9.5,-0.161
0.5,4.5,10,-0.282
0.5,4.5,10.5,-0.328
0.5,5,0.5,-0.528
0.5,5,1,-0.327
0.5,5,1.5,-0.591
0.5,5,2,-0.126
0.5,5,2.5,-0.241
0.5,5,3,-0.66
0.5,5,3.5,-0.34
0.5,5,4,-0.006
0.5,5,4.5,-0.121
0.5,5,5,-0.453
0.5,5,5.5,-0.651
0.5,5,6,-0.594
0.5,5,6.5,-0.371
0.5,5,7,-0.136
0.5,5,7.5,-0.006
0.5,5,8,-0.017
0.5,5,8.5,-0.141
0.5,5,9,-0.321
0.5,5,9.5,-0.493
0.5,5,10,-0.613
0.5,5,10.5,-0.66
0.5,5.5,0.5,-0.727
0.5,5.5,1,-0.526
0.5,5.5,1.5,-0.79
0.5,5.5,2,-0.324
0.5,5.5,2.5,-0.439
0.5,5.5,3,-0.859
0.5,5.5,3.5,-0.539
0.5,5.5,4,-0.205
0.5,5.5,4.5,-0.319
0.5,5.5,5,-0.651
0.5,5.5,5.5,-0.85
0.5,5.5,6,-0.793
0.5,5.5,6.5,-0.569
0.5,5.5,7,-0.335
0.5,5.5,7.5,-0.205
0.5,5.5,8,-0.215
0.5,5.5,8.5,-0.34
0.5,5.5,9,-0.519
0.5,5.5,9.5,-0.692
0.5,5.5,10,-0.812
0.5,5.5,10.5,-0.859
0.5,6,0.5,-0.67
0.5,6,1,-0.469
0.5,6,1.5,-0.733
0.5,6,2,-0.268
0.5,6,2.5,-0.383
0.5,6,3,-0.802
0.5,6,3.5,-0.482
0.5,6,4,-0.148
0.5,6,4.5,-0.263
0.5,6,5,-0.594
0.5,6,5.5,-0.793
0.5,6,6,-0.736
0.5,6,6.5,-0.513
0.5,6,7,-0.278
0.5,6,7.5,-0.148
0.5,6,8,-0.159
0.5,6,8.5,-0.283
0.5,6,9,-0.463
0.5,6,9.5,-0.635
0.5,6,10,-0.755
0.5,6,10.5,-0.802
0.5,6.5,0.5,-0.446
0.5,6.5,1,-0.245
0.5,6.5,1.5,-0.509
0.5,6.5,2,-0.044
0.5,6.5,2.5,-0.159
0.5,6.5,3,-0.578
0.5,6.5,3.5,-0.258
0.5,6.5,4,0.076
0.5,6.5,4.5,-0.039
0.5,6.5,5,-0.371
0.5,6.5,5.5,-0.569
0.5,6.5,6,-0.513
0.5,6.5,6.5,-0.289
0.5,6.5,7,-0.054
0.5,6.5,7.5,0.076
0.5,6.5,8,0.065
0.5,6.5,8.5,-0.059
0.5,6.5,9,-0.239
0.5,6.5,9.5,-0.411
0.5,6.5,10,-0.532
0.5,6.5,10.5,-0.578
0.5,7,0.5,-0.212
0.5,7,1,-0.01
0.5,7,1.5,-0.274
0.5,7,2,0.191
0.5,7,2.5,0.076
0.5,7,3,-0.344
0.5,7,3.5,-0.023
0.5,7,4,0.31
0.5,7,4.5,0.196
0.5,7,5,-0.136
0.5,7,5.5,-0.335
0.5,7,6,-0.278
0.5,7,6.5,-0.054
0.5,7,7,0.18
0.5,7,7.5,0.311
0.5,7,8,0.3
0.5,7,8.5,0.175
0.5,7,9,-0.004
0.5,7,9.5,-0.177
0.5,7,10,-0.297
0.5,7,10.5,-0.343
0.5,7.5,0.5,-0.081
0.5,7.5,1,0.12
0.5,7.5,1.5,-0.144
0.5,7.5,2,0.321
0.5,7.5,2.5,0.206
0.5,7.5,3,-0.213
0.5,7.5,3.5,0.107
0.5,7.5,4,0.441
0.5,7.5,4.5,0.326
0.5,7.5,5,-0.006
0.5,7.5,5.5,-0.205
0.5,7.5,6,-0.148
0.5,7.5,6.5,0.076
0.5,7.5,7,0.311
0.5,7.5,7.5,0.441
0.5,7.5,8,0.43
0.5,7.5,8.5,0.305
0.5,7.5,9,0.126
0.5,7.5,9.5,-0.046
0.5,7.5,10,-0.167
0.5,7.5,10.5,-0.213
0.5,8,0.5,-0.092
0.5,8,1,0.109
0.5,8,1.5,-0.155
0.5,8,2,0.31
0.5,8,2.5,0.195
0.5,8,3,-0.224
0.5,8,3.5,0.096
0.5,8,4,0.43
0.5,8,4.5,0.315
0.5,8,5,-0.017
0.5,8,5.5,-0.215
0.5,8,6,-0.159
0.5,8,6.5,0.065
0.5,8,7,0.3
0.5,8,7.5,0.43
0.5,8,8,0.419
0.5,8,8.5,0.295
0.5,8,9,0.115
0.5,8,9.5,-0.057
0.5,8,10,-0.178
0.5,8,10.5,-0.224
0.5,8.5,0.5,-0.217
0.5,8.5,1,-0.016
0.5,8.5,1.5,-0.279
0.5,8.5,2,0.186
0.5,8.5,2.5,0.071
0.5,8.5,3,-0.349
0.5,8.5,3.5,-0.029
0.5,8.5,4,0.305
0.5,8.5,4.5,0.191
0.5,8.5,5,-0.141
0.5,8.5,5.5,-0.34
0.5,8.5,6,-0.283
0.5,8.5,6.5,-0.059
0.5,8.5,7,0.175
0.5,8.5,7.5,0.305
0.5,8.5,8,0.295
0.5,8.5,8.5,0.17
0.5,8.5,9,-0.009
0.5,8.5,9.5,-0.182
0.5,8.5,10,-0.302
0.5,8.5,10.5,-0.349
0.5,9,0.5,-0.396
0.5,9,1,-0.195
0.5,9,1.5,-0.459
0.5,9,2,0.006
0.5,9,2.5,-0.109
0.5,9,3,-0.528
0.5,9,3.5,-0.208
0.5,9,4,0.126
0.5,9,4.5,0.011
0.5,9,5,-0.321
0.5,9,5.5,-0.519
0.5,9,6,-0.463
0.5,9,6.5,-0.239
0.5,9,7,-0.004
0.5,9,7.5,0.126
0.5,9,8,0.115
0.5,9,8.5,-0.009
0.5,9,9,-0.189
0.5,9,9.5,-0.361
0.5,9,10,-0.482
0.5,9,10.5,-0.528
0.5,9.5,0.5,-0.569
0.5,9.5,1,-0.367
0.5,9.5,1.5,-0.631
0.5,9.5,2,-0.166
0.5,9.5,2.5,-0.281
0.5,9.5,3,-0.701
0.5,9.5,3.5,-0.38
0.5,9.5,4,-0.047
0.5,9.5,4.5,-0.161
0.5,9.5,5,-0.493
0.5,9.5,5.5,-0.692
0.5,9.5,6,-0.635
0.5,9.5,6.5,-0.411
0.5,9.5,7,-0.177
0.5,9.5,7.5,-0.046
0.5,9.5,8,-0.057
0.5,9.5,8.5,-0.182
0.5,9.5,9,-0.361
0.5,9.5,9.5,-0.534
0.5,9.5,10,-0.654
0.5,9.5,10.5,-0.7
0.5,10,0.5,-0.689
0.5,10,1,-0.488
0.5,10,1.5,-0.752
0.5,10,2,-0.287
0.5,10,2.5,-0.402
0.5,10,3,-0.821
0.5,10,3.5,-0.501
0.5,10,4,-0.167
0.5,10,4.5,-0.282
0.5,10,5,-0.613
0.5,10,5.5,-0.812
0.5,10,6,-0.755
0.5,10,6.5,-0.532
0.5,10,7,-0.297
0.5,10,7.5,-0.167
0.5,10,8,-0.178
0.5,10,8.5,-0.302
0.5,10,9,-0.482
0.5,10,9.5,-0.654
0.5,10,10,-0.774
0.5,10,10.5,-0.821
0.5,10.5,0.5,-0.735
0.5,10.5,1,-0.534
0.5,10.5,1.5,-0.798
0.5,10.5,2,-0.333
0.5,10.5,2.5,-0.448
0.5,10.5,3,-0.868
0.5,10.5,3.5,-0.547
0.5,10.5,4,-0.213
0.5,10.5,4.5,-0.328
0.5,10.5,5,-0.66
0.5,10.5,5.5,-0.859
0.5,10.5,6,-0.802
0.5,10.5,6.5,-0.578
0.5,10.5,7,-0.343
0.5,10.5,7.5,-0.213
0.5,10.5,8,-0.224
0.5,10.5,8.5,-0.349
0.5,10.5,9,-0.528
0.5,10.5,9.5,-0.7
0.5,10.5,10,-0.821
0.5,10.5,10.5,-0.867
1,0.5,0.5,-0.403
1,0.5,1,-0.201
1,0.5,1.5,-0.465
1,0.5,2,0
1,0.5,2.5,-0.115
1,0.5,3,-0.535
1,0.5,3.5,-0.214
1,0.5,4,0.12
1,0.5,4.5,0.005
1,0.5,5,-0.327
1,0.5,5.5,-0.526
1,0.5,6,-0.469
1,0.5,6.5,-0.245
1,0.5,7,-0.01
1,0.5,7.5,0.12
1,0.5,8,0.109
1,0.5,8.5,-0.016
1,0.5,9,-0.195
1,0.5,9.5,-0.367
1,0.5,10,-0.488
1,0.5,10.5,-0.534
1,1,0.5,-0.201
1,1,1,0
1,1,1.5,-0.264
1,1,2,0.201
1,1,2.5,0.086
1,1,3,-0.333
1,1,3.5,-0.013
1,1,4,0.321
1,1,4.5,0.206
1,1,5,-0.126
1,1,5.5,-0.324
1,1,6,-0.268
1,1,6.5,-0.044
1,1,7,0.191
1,1,7.5,0.321
1,1,8,0.31
1,1,8.5,0.186
1,1,9,0.006
1,1,9.5,-0.166
1,1,10,-0.287
1,1,10.5,-0.333
1,1.5,0.5,-0.465
1,1.5,1,-0.264
1,1.5,1.5,-0.528
1,1.5,2,-0.063
1,1.5,2.5,-0.177
1,1.5,3,-0.597
1,1.5,3.5,-0.277
1,1.5,4,0.057
1,1.5,4.5,-0.058
1,1.5,5,-0.389
1,1.5,5.5,-0.588
1,1.5,6,-0.531
1,1.5,6.5,-0.308
1,1.5,7,-0.073
1,1.5,7.5,0.057
1,1.5,8,0.046
1,1.5,8.5,-0.078
1,1.5,9,-0.257
1,1.5,9.5,-0.43
1,1.5,10,-0.55
1,1.5,10.5,-0.597
1,2,0.5,0
1,2,1,0.201
1,2,1.5,-0.063
1,2,2,0.403
1,2,2.5,0.288
1,2,3,-0.132
1,2,3.5,0.188
1,2,4,0.522
1,2,4.5,0.408
1,2,5,0.076
1,2,5.5,-0.123
1,2,6,-0.066
1,2,6.5,0.158
1,2,7,0.392
1,2,7.5,0.522
1,2,8,0.512
1,2,8.5,0.387
1,2,9,0.208
1,2,9.5,0.035
1,2,10,-0.085
1,2,10.5,-0.132
1,2.5,0.5,-0.115
1,2.5,1,0.086
1,2.5,1.5,-0.177
1,2.5,2,0.288
1,2.5,2.5,0.173
1,2.5,3,-0.247
1,2.5,3.5,0.073
1,2.5,4,0.407
1,2.5,4.5,0.293
1,2.5,5,-0.039
1,2.5,5.5,-0.238
1,2.5,6,-0.181
1,2.5,6.5,0.043
1,2.5,7,0.277
1,2.5,7.5,0.407
1,2.5,8,0.397
1,2.5,8.5,0.272
1,2.5,9,0.093
1,2.5,9.5,-0.08
1,2.5,10,-0.2
1,2.5,10.5,-0.247
1,3,0.5,-0.535
1,3,1,-0.333
1,3,1.5,-0.597
1,3,2,-0.132
1,3,2.5,-0.247
1,3,3,-0.667
1,3,3.5,-0.346
1,3,4,-0.012
1,3,4.5,-0.127
1,3,5,-0.459
1,3,5.5,-0.658
1,3,6,-0.601
1,3,6.5,-0.377
1,3,7,-0.142
1,3,7.5,-0.012
1,3,8,-0.023
1,3,8.5,-0.148
1,3,9,-0.327
1,3,9.5,-0.499
1,3,10,-0.62
1,3,10.5,-0.666
1,3.5,0.5,-0.214
1,3.5,1,-0.013
1,3.5,1.5,-0.277
1,3.5,2,0.188
1,3.5,2.5,0.073
1,3.5,3,-0.346
1,3.5,3.5,-0.026
1,3.5,4,0.308
1,3.5,4.5,0.193
1,3.5,5,-0.139
1,3.5,5.5,-0.337
1,3.5,6,-0.281
1,3.5,6.5,-0.057
1,3.5,7,0.178
1,3.5,7.5,0.308
1,3.5,8,0.297
1,3.5,8.5,0.173
1,3.5,9,-0.007
1,3.5,9.5,-0.179
1,3.5,10,-0.299
1,3.5,10.5,-0.346
1,4,0.5,0.12
1,4,1,0.321
1,4,1.5,0.057
1,4,2,0.522
1,4,2.5,0.407
1,4,3,-0.012
1,4,3.5,0.308
1,4,4,0.642
1,4,4.5,0.527
1,4,5,0.195
1,4,5.5,-0.004
1,4,6,0.053
1,4,6.5,0.277
1,4,7,0.512
1,4,7.5,0.642
1,4,8,0.631
1,4,8.5,0.506
1,4,9,0.327
1,4,9.5,0.155
1,4,10,0.034
1,4,10.5,-0.012
1,4.5,0.5,0.005
1,4.5,1,0.206
1,4.5,1.5,-0.058
1,4.5,2,0.408
1,4.5,2.5,0.293
1,4.5,3,-0.127
1,4.5,3.5,0.193
1,4.5,4,0.527
1,4.5,4.5,0.413
1,4.5,5,0.081
1,4.5,5.5,-0.118
1,4.5,6,-0.061
1,4.5,6.5,0.163
1,4.5,7,0.397
1,4.5,7.5,0.527
1,4.5,8,0.517
1,4.5,8.5,0.392
1,4.5,9,0.213
1,4.5,9.5,0.04
1,4.5,10,-0.08
1,4.5,10.5,-0.127
1,5,0.5,-0.327
1,5,1,-0.126
1,5,1.5,-0.389
1,5,2,0.076
1,5,2.5,-0.039
1,5,3,-0.459
1,5,3.5,-0.139
1,5,4,0.195
1,5,4.5,0.081
1,5,5,-0.251
1,5,5.5,-0.45
1,5,6,-0.393
1,5,6.5,-0.169
1,5,7,0.065
1,5,7.5,0.196
1,5,8,0.185
1,5,8.5,0.06
1,5,9,-0.119
1,5,9.5,-0.292
1,5,10,-0.412
1,5,10.5,-0.459
1,5.5,0.5,-0.526
1,5.5,1,-0.324
1,5.5,1.5,-0.588
1,5.5,2,-0.123
1,5.5,2.5,-0.238
1,5.5,3,-0.658
1,5.5,3.5,-0.337
1,5.5,4,-0.004
1,5.5,4.5,-0.118
1,5.5,5,-0.45
1,5.5,5.5,-0.649
1,5.5,6,-0.592
1,5.5,6.5,-0.368
1,5.5,7,-0.134
1,5.5,7.5,-0.003
1,5.5,8,-0.014
1,5.5,8.5,-0.139
1,5.5,9,-0.318
1,5.5,9.5,-0.491
1,5.5,10,-0.611
1,5.5,10.5,-0.657
1,6,0.5,-0.469
1,6,1,-0.268
1,6,1.5,-0.531
1,6,2,-0.066
1,6,2.5,-0.181
1,6,3,-0.601
1,6,3.5,-0.281
1,6,4,0.053
1,6,4.5,-0.061
1,6,5,-0.393
1,6,5.5,-0.592
1,6,6,-0.535
1,6,6.5,-0.311
1,6,7,-0.077
1,6,7.5,0.054
1,6,8,0.043
1,6,8.5,-0.082
1,6,9,-0.261
1,6,9.5,-0.434
1,6,10,-0.554
1,6,10.5,-0.601
1,6.5,0.5,-0.245
1,6.5,1,-0.044
1,6.5,1.5,-0.308
1,6.5,2,0.158
1,6.5,2.5,0.043
1,6.5,3,-0.377
1,6.5,3.5,-0.057
1,6.5,4,0.277
1,6.5,4.5,0.163
1,6.5,5,-0.169
1,6.5,5.5,-0.368
1,6.5,6,-0.311
1,6.5,6.5,-0.087
1,6.5,7,0.147
1,6.5,7.5,0.277
1,6.5,8,0.267
1,6.5,8.5,0.142
1,6.5,9,-0.037
1,6.5,9.5,-0.21
1,6.5,10,-0.33
1,6.5,10.5,-0.377
1,7,0.5,-0.01
1,7,1,0.191
1,7,1.5,-0.073
1,7,2,0.392
1,7,2.5,0.277
1,7,3,-0.142
1,7,3.5,0.178
1,7,4,0.512
1,7,4.5,0.397
1,7,5,0.065
1,7,5.5,-0.134
1,7,6,-0.077
1,7,6.5,0.147
1,7,7,0.382
1,7,7.5,0.512
1,7,8,0.501
1,7,8.5,0.376
1,7,9,0.197
1,7,9.5,0.025
1,7,10,-0.096
1,7,10.5,-0.142
1,7.5,0.5,0.12
1,7.5,1,0.321
1,7.5,1.5,0.057
1,7.5,2,0.522
1,7.5,2.5,0.407
1,7.5,3,-0.012
1,7.5,3.5,0.308
1,7.5,4,0.642
1,7.5,4.5,0.527
1,7.5,5,0.196
1,7.5,5.5,-0.003
1,7.5,6,0.054
1,7.5,6.5,0.277
1,7.5,7,0.512
1,7.5,7.5,0.642
1,7.5,8,0.631
1,7.5,8.5,0.507
1,7.5,9,0.327
1,7.5,9.5,0.155
1,7.5,10,0.035
1,7.5,10.5,-0.012
1,8,0.5,0.109
1,8,1,0.31
1,8,1.5,0.046
1,8,2,0.512
1,8,2.5,0.397
1,8,3,-0.023
1,8,3.5,0.297
1,8,4,0.631
1,8,4.5,0.517
1,8,5,0.185
1,8,5.5,-0.014
1,8,6,0.043
1,8,6.5,0.267
1,8,7,0.501
1,8,7.5,0.631
1,8,8,0.621
1,8,8.5,0.496
1,8,9,0.317
1,8,9.5,0.144
1,8,10,0.024
1,8,10.5,-0.023
1,8.5,0.5,-0.016
1,8.5,1,0.186
1,8.5,1.5,-0.078
1,8.5,2,0.387
1,8.5,2.5,0.272
1,8.5,3,-0.148
1,8.5,3.5,0.173
1,8.5,4,0.506
1,8.5,4.5,0.392
1,8.5,5,0.06
1,8.5,5.5,-0.139
1,8.5,6,-0.082
1,8.5,6.5,0.142
1,8.5,7,0.376
1,8.5,7.5,0.507
1,8.5,8,0.496
1,8.5,8.5,0.371
1,8.5,9,0.192
1,8.5,9.5,0.019
1,8.5,10,-0.101
1,8.5,10.5,-0.147
1,9,0.5,-0.195
1,9,1,0.006
1,9,1.5,-0.257
1,9,2,0.208
1,9,2.5,0.093
1,9,3,-0.327
1,9,3.5,-0.007
1,9,4,0.327
1,9,4.5,0.213
1,9,5,-0.119
1,9,5.5,-0.318
1,9,6,-0.261
1,9,6.5,-0.037
1,9,7,0.197
1,9,7.5,0.327
1,9,8,0.317
1,9,8.5,0.192
1,9,9,0.013
1,9,9.5,-0.16
1,9,10,-0.28
1,9,10.5,-0.327
1,9.5,0.5,-0.367
1,9.5,1,-0.166
1,9.5,1.5,-0.43
1,9.5,2,0.035
1,9.5,2.5,-0.08
1,9.5,3,-0.499
1,9.5,3.5,-0.179
1,9.5,4,0.155
1,9.5,4.5,0.04
1,9.5,5,-0.292
1,9.5,5.5,-0.491
1,9.5,6,-0.434
1,9.5,6.5,-0.21
1,9.5,7,0.025
1,9.5,7.5,0.155
1,9.5,8,0.144
1,9.5,8.5,0.019
1,9.5,9,-0.16
1,9.5,9.5,-0.332
1,9.5,10,-0.453
1,9.5,10.5,-0.499
1,10,0.5,-0.488
1,10,1,-0.287
1,10,1.5,-0.55
1,10,2,-0.085
1,10,2.5,-0.2
1,10,3,-0.62
1,10,3.5,-0.299
1,10,4,0.034
1,10,4.5,-0.08
1,10,5,-0.412
1,10,5.5,-0.611
1,10,6,-0.554
1,10,6.5,-0.33
1,10,7,-0.096
1,10,7.5,0.035
1,10,8,0.024
1,10,8.5,-0.101
1,10,9,-0.28
1,10,9.5,-0.453
1,10,10,-0.573
1,10,10.5,-0.62
1,10.5,0.5,-0.534
1,10.5,1,-0.333
1,10.5,1.5,-0.597
1,10.5,2,-0.132
1,10.5,2.5,-0.247
1,10.5,3,-0.666
1,10.5,3.5,-0.346
1,10.5,4,-0.012
1,10.5,4.5,-0.127
1,10.5,5,-0.459
1,10.5,5.5,-0.657
1,10.5,6,-0.601
1,10.5,6.5,-0.377
1,10.5,7,-0.142
1,10.5,7.5,-0.012
1,10.5,8,-0.023
1,10.5,8.5,-0.147
1,10.5,9,-0.327
1,10.5,9.5,-0.499
1,10.5,10,-0.62
1,10.5,10.5,-0.666
1.5,0.5,0.5,-0.666
1.5,0.5,1,-0.465
1.5,0.5,1.5,-0.729
1.5,0.5,2,-0.264
1.5,0.5,2.5,-0.379
1.5,0.5,3,-0.798
1.5,0.5,3.5,-0.478
1.5,0.5,4,-0.144
1.5,0.5,4.5,-0.259
1.5,0.5,5,-0.591
1.5,0.5,5.5,-0.79
1.5,0.5,6,-0.733
1.5,0.5,6.5,-0.509
1.5,0.5,7,-0.274
1.5,0.5,7.5,-0.144
1.5,0.5,8,-0.155
1.5,0.5,8.5,-0.279
1.5,0.5,9,-0.459
1.5,0.5,9.5,-0.631
1.5,0.5,10,-0.752
1.5,0.5,10.5,-0.798
1.5,1,0.5,-0.465
1.5,1,1,-0.264
1.5,1,1.5,-0.528
1.5,1,2,-0.063
1.5,1,2.5,-0.177
1.5,1,3,-0.597
1.5,1,3.5,-0.277
1.5,1,4,0.057
1.5,1,4.5,-0.058
1.5,1,5,-0.389
1.5,1,5.5,-0.588
1.5,1,6,-0.531
1.5,1,6.5,-0.308
1.5,1,7,-0.073
1.5,1,7.5,0.057
1.5,1,8,0.046
1.5,1,8.5,-0.078
1.5,1,9,-0.257
1.5,1,9.5,-0.43
1.5,1,10,-0.55
1.5,1,10.5,-0.597
1.5,1.5,0.5,-0.729
1.5,1.5,1,-0.528
1.5,1.5,1.5,-0.791
1.5,1.5,2,-0.326
1.5,1.5,2.5,-0.441
1.5,1.5,3,-0.861
1.5,1.5,3.5,-0.54
1.5,1.5,4,-0.207
1.5,1.5,4.5,-0.321
1.5,1.5,5,-0.653
1.5,1.5,5.5,-0.852
1.5,1.5,6,-0.795
1.5,1.5,6.5,-0.571
1.5,1.5,7,-0.337
1.5,1.5,7.5,-0.206
1.5,1.5,8,-0.217
1.5,1.5,8.5,-0.342
1.5,1.5,9,-0.521
1.5,1.5,9.5,-0.694
1.5,1.5,10,-0.814
1.5,1.5,10.5,-0.861
1.5,2,0.5,-0.264
1.5,2,1,-0.063
1.5,2,1.5,-0.326
1.5,2,2,0.139
1.5,2,2.5,0.024
1.5,2,3,-0.396
1.5,2,3.5,-0.075
1.5,2,4,0.258
1.5,2,4.5,0.144
1.5,2,5,-0.188
1.5,2,5.5,-0.387
1.5,2,6,-0.33
1.5,2,6.5,-0.106
1.5,2,7,0.128
1.5,2,7.5,0.259
1.5,2,8,0.248
1.5,2,8.5,0.123
1.5,2,9,-0.056
1.5,2,9.5,-0.229
1.5,2,10,-0.349
1.5,2,10.5,-0.395
1.5,2.5,0.5,-0.379
1.5,2.5,1,-0.177
1.5,2.5,1.5,-0.441
1.5,2.5,2,0.024
1.5,2.5,2.5,-0.091
1.5,2.5,3,-0.511
1.5,2.5,3.5,-0.19
1.5,2.5,4,0.143
1.5,2.5,4.5,0.029
1.5,2.5,5,-0.303
1.5,2.5,5.5,-0.502
1.5,2.5,6,-0.445
1.5,2.5,6.5,-0.221
1.5,2.5,7,0.013
1.5,2.5,7.5,0.144
1.5,2.5,8,0.133
1.5,2.5,8.5,0.008
1.5,2.5,9,-0.171
1.5,2.5,9.5,-0.344
1.5,2.5,10,-0.464
1.5,2.5,10.5,-0.51
1.5,3,0.5,-0.798
1.5,3,1,-0.597
1.5,3,1.5,-0.861
1.5,3,2,-0.396
1.5,3,2.5,-0.511
1.5,3,3,-0.93
1.5,3,3.5,-0.61
1.5,3,4,-0.276
1.5,3,4.5,-0.391
1.5,3,5,-0.723
1.5,3,5.5,-0.922
1.5,3,6,-0.865
1.5,3,6.5,-0.641
1.5,3,7,-0.406
1.5,3,7.5,-0.276
1.5,3,8,-0.287
1.5,3,8.5,-0.412
1.5,3,9,-0.591
