"x0","x1","x2","fitness","file"
-5,-1.5,0,-1247.016,"CF2"
-5,-1.5,0.5,-948.787,"CF2"
-5,-1.5,1,-1193.533,"CF2"
-5,-1.5,1.5,-923.714,"CF2"
-5,-1.5,2,-1195.339,"CF2"
-5,-1.5,2.5,-917.061,"CF2"
-5,-1.5,3,-1213.682,"CF2"
-5,-1.5,3.5,-945.769,"CF2"
-5,-1.5,4,-1276.491,"CF2"
-5,-1.5,4.5,-1033.572,"CF2"
-5,-1.5,5,-1396.63,"CF2"
-5,-1,-5,-916.247,"CF2"
-5,-1,-4.5,-988.484,"CF2"
-5,-1,-4,-1103.091,"CF2"
-5,-1,-3.5,-1187.122,"CF2"
-5,-1,-3,-1254.468,"CF2"
-5,-1,-2.5,-1215.312,"CF2"
-5,-1,-2,-1324.21,"CF2"
-5,-1,-1.5,-1248.326,"CF2"
-5,-1,-1,-1401.376,"CF2"
-5,-1,-0.5,-1164.15,"CF2"
-5,-1,0,-1343.934,"CF2"
-5,-1,0.5,-1102.382,"CF2"
-5,-1,1,-1343.934,"CF2"
-5,-1,1.5,-1143.687,"CF2"
-5,-1,2,-1409.843,"CF2"
-5,-1,2.5,-1170.428,"CF2"
-5,-1,3,-1452.499,"CF2"
-5,-1,3.5,-1207.559,"CF2"
-5,-1,4,-1523.009,"CF2"
-5,-1,4.5,-1306.168,"CF2"
-5,-1,5,-1650.285,"CF2"
-5,-0.5,-5,-879.197,"CF2"
-5,-0.5,-4.5,-942.542,"CF2"
-5,-0.5,-4,-1027.035,"CF2"
-5,-0.5,-3.5,-1080.749,"CF2"
-5,-0.5,-3,-1100.29,"CF2"
-5,-0.5,-2.5,-1059.135,"CF2"
-5,-0.5,-2,-1117.935,"CF2"
-5,-0.5,-1.5,-1082.583,"CF2"
-5,-0.5,-1,-1186.547,"CF2"
-5,-0.5,-0.5,-978.407,"CF2"
-5,-0.5,0,-1100.234,"CF2"
-5,-0.5,0.5,-903.389,"CF2"
-5,-0.5,1,-1100.422,"CF2"
-5,-0.5,1.5,-990.093,"CF2"
-5,-0.5,2,-1217,"CF2"
-5,-0.5,2.5,-1037.645,"CF2"
-5,-0.5,3,-1279.217,"CF2"
-5,-0.5,3.5,-1060.3,"CF2"
-5,-0.5,4,-1360.805,"CF2"
-5,-0.5,4.5,-1150.619,"CF2"
-5,-0.5,5,-1513.145,"CF2"
-5,0,-5,-790.943,"CF2"
-5,0,-4.5,-855.524,"CF2"
-5,0,-4,-948.647,"CF2"
-5,0,-3.5,-1038.302,"CF2"
-5,0,-3,-1092.966,"CF2"
-5,0,-2.5,-1097.674,"CF2"
-5,0,-2,-1153.881,"CF2"
-5,0,-1.5,-1154.448,"CF2"
-5,0,-1,-1240.281,"CF2"
-5,0,-0.5,-1051.313,"CF2"
-5,0,0,-1146.335,"CF2"
-5,0,0.5,-975.694,"CF2"
-5,0,1,-1159.117,"CF2"
-5,0,1.5,-1128.107,"CF2"
-5,0,2,-1347.364,"CF2"
-5,0,2.5,-1242.075,"CF2"
-5,0,3,-1439.919,"CF2"
-5,0,3.5,-1303.421,"CF2"
-5,0,4,-1510.42,"CF2"
-5,0,4.5,-1455.578,"CF2"
-5,0,5,-1642.668,"CF2"
-5,0.5,-5,-658.884,"CF2"
-5,0.5,-4.5,-706.617,"CF2"
-5,0.5,-4,-777.922,"CF2"
-5,0.5,-3.5,-854.559,"CF2"
-5,0.5,-3,-901.029,"CF2"
-5,0.5,-2.5,-910.275,"CF2"
-5,0.5,-2,-950.005,"CF2"
-5,0.5,-1.5,-962.929,"CF2"
-5,0.5,-1,-1022.472,"CF2"
-5,0.5,-0.5,-848.167,"CF2"
-5,0.5,0,-894.685,"CF2"
-5,0.5,0.5,-757.841,"CF2"
-5,0.5,1,-874.204,"CF2"
-5,0.5,1.5,-938.307,"CF2"
-5,0.5,2,-1082.284,"CF2"
-5,0.5,2.5,-1075.99,"CF2"
-5,0.5,3,-1206.542,"CF2"
-5,0.5,3.5,-1100.417,"CF2"
-5,0.5,4,-1339.396,"CF2"
-5,0.5,4.5,-1189.345,"CF2"
-5,0.5,5,-1588.699,"CF2"
-5,1,-5,-561.329,"CF2"
-5,1,-4.5,-600.223,"CF2"
-5,1,-4,-664.215,"CF2"
-5,1,-3.5,-745.762,"CF2"
-5,1,-3,-810.034,"CF2"
-5,1,-2.5,-841.509,"CF2"
-5,1,-2,-888.29,"CF2"
-5,1,-1.5,-908.949,"CF2"
-5,1,-1,-968.591,"CF2"
-5,1,-0.5,-789.348,"CF2"
-5,1,0,-838.575,"CF2"
-5,1,0.5,-686.498,"CF2"
-5,1,1,-818.652,"CF2"
-5,1,1.5,-880.664,"CF2"
-5,1,2,-1047.062,"CF2"
-5,1,2.5,-1061.775,"CF2"
-5,1,3,-1154.338,"CF2"
-5,1,3.5,-1164.801,"CF2"
-5,1,4,-1196.053,"CF2"
-5,1,4.5,-1395.4,"CF2"
-5,1,5,-1302.283,"CF2"
-5,1.5,-5,-481.771,"CF2"
-5,1.5,-4.5,-510.723,"CF2"
-5,1.5,-4,-563.514,"CF2"
-5,1.5,-3.5,-637.05,"CF2"
-5,1.5,-3,-703.875,"CF2"
-5,1.5,-2.5,-745.795,"CF2"
-5,1.5,-2,-793.79,"CF2"
-5,1.5,-1.5,-820.471,"CF2"
-5,1.5,-1,-870.921,"CF2"
-5,1.5,-0.5,-699.707,"CF2"
-5,1.5,0,-727.254,"CF2"
-5,1.5,0.5,-594.016,"CF2"
-5,1.5,1,-688.671,"CF2"
-5,1.5,1.5,-792.372,"CF2"
-5,1.5,2,-907.365,"CF2"
-5,1.5,2.5,-967.061,"CF2"
-5,1.5,3,-1021.641,"CF2"
-5,1.5,3.5,-1025.193,"CF2"
-5,1.5,4,-1111.212,"CF2"
-5,1.5,4.5,-1162.726,"CF2"
-5,1.5,5,-1290.752,"CF2"
-5,2,-5,-423.712,"CF2"
-5,2,-4.5,-447.568,"CF2"
-5,2,-4,-494.906,"CF2"
-5,2,-3.5,-568.205,"CF2"
-5,2,-3,-648.513,"CF2"
-5,2,-2.5,-714.48,"CF2"
-5,2,-2,-779.227,"CF2"
-5,2,-1.5,-819.714,"CF2"
-5,2,-1,-868.795,"CF2"
-5,2,-0.5,-709.74,"CF2"
-5,2,0,-723.25,"CF2"
-5,2,0.5,-613.196,"CF2"
-5,2,1,-680.17,"CF2"
-5,2,1.5,-821.012,"CF2"
-5,2,2,-895.292,"CF2"
-5,2,2.5,-987.949,"CF2"
-5,2,3,-1022.083,"CF2"
-5,2,3.5,-1004.392,"CF2"
-5,2,4,-1149.928,"CF2"
-5,2,4.5,-1054.996,"CF2"
-5,2,5,-1351.4,"CF2"
-5,2.5,-5,-382.136,"CF2"
-5,2.5,-4.5,-402.323,"CF2"
-5,2.5,-4,-447.199,"CF2"
-5,2.5,-3.5,-522.882,"CF2"
-5,2.5,-3,-620.767,"CF2"
-5,2.5,-2.5,-720.014,"CF2"
-5,2.5,-2,-821.575,"CF2"
-5,2.5,-1.5,-874.853,"CF2"
-5,2.5,-1,-954.57,"CF2"
-5,2.5,-0.5,-765.505,"CF2"
-5,2.5,0,-839.666,"CF2"
-5,2.5,0.5,-644.46,"CF2"
-5,2.5,1,-830.388,"CF2"
-5,2.5,1.5,-819.116,"CF2"
-5,2.5,2,-1034.554,"CF2"
-5,2.5,2.5,-999.284,"CF2"
-5,2.5,3,-1033.675,"CF2"
-5,2.5,3.5,-1161.361,"CF2"
-5,2.5,4,-898.437,"CF2"
-5,2.5,4.5,-1427.461,"CF2"
-5,2.5,5,-823.674,"CF2"
-5,3,-5,-354.474,"CF2"
-5,3,-4.5,-371.796,"CF2"
-5,3,-4,-413.3,"CF2"
-5,3,-3.5,-487.69,"CF2"
-5,3,-3,-595.42,"CF2"
-5,3,-2.5,-726.059,"CF2"
-5,3,-2,-856.542,"CF2"
-5,3,-1.5,-965.523,"CF2"
-5,3,-1,-1011.373,"CF2"
-5,3,-0.5,-924.708,"CF2"
-5,3,0,-855.118,"CF2"
-5,3,0.5,-880.781,"CF2"
-5,3,1,-775.765,"CF2"
-5,3,1.5,-1097.56,"CF2"
-5,3,2,-948.626,"CF2"
-5,3,2.5,-1152.73,"CF2"
-5,3,3,-1126.394,"CF2"
-5,3,3.5,-941.531,"CF2"
-5,3,4,-1392.624,"CF2"
-5,3,4.5,-722.662,"CF2"
-5,3,5,-1675.942,"CF2"
-5,3.5,-5,-340.486,"CF2"
-5,3.5,-4.5,-354.549,"CF2"
-5,3.5,-4,-391.19,"CF2"
-5,3.5,-3.5,-459.278,"CF2"
-5,3.5,-3,-564.6,"CF2"
-5,3.5,-2.5,-702.553,"CF2"
-5,3.5,-2,-873.846,"CF2"
-5,3.5,-1.5,-971.248,"CF2"
-5,3.5,-1,-1125.99,"CF2"
-5,3.5,-0.5,-890.457,"CF2"
-5,3.5,0,-1087.653,"CF2"
-5,3.5,0.5,-738.301,"CF2"
-5,3.5,1,-1131.045,"CF2"
-5,3.5,1.5,-855.381,"CF2"
-5,3.5,2,-1257.641,"CF2"
-5,3.5,2.5,-1035.789,"CF2"
-5,3.5,3,-1066.672,"CF2"
-5,3.5,3.5,-1299.648,"CF2"
-5,3.5,4,-738.002,"CF2"
-5,3.5,4.5,-1635.248,"CF2"
-5,3.5,5,-530.409,"CF2"
-5,4,-5,-339.765,"CF2"
-5,4,-4.5,-350.409,"CF2"
-5,4,-4,-380.885,"CF2"
-5,4,-3.5,-437.453,"CF2"
-5,4,-3,-525.949,"CF2"
-5,4,-2.5,-652.767,"CF2"
-5,4,-2,-797.388,"CF2"
-5,4,-1.5,-965.143,"CF2"
-5,4,-1,-994.1,"CF2"
-5,4,-0.5,-1025.631,"CF2"
-5,4,0,-829.569,"CF2"
-5,4,0.5,-1066.835,"CF2"
-5,4,1,-733.615,"CF2"
-5,4,1.5,-1264.59,"CF2"
-5,4,2,-895.013,"CF2"
-5,4,2.5,-1191.874,"CF2"
-5,4,3,-1135.195,"CF2"
-5,4,3.5,-879.825,"CF2"
-5,4,4,-1456.12,"CF2"
-5,4,4.5,-608.203,"CF2"
-5,4,5,-1737.705,"CF2"
-5,4.5,-5,-353.569,"CF2"
-5,4.5,-4.5,-362.399,"CF2"
-5,4.5,-4,-389.646,"CF2"
-5,4.5,-3.5,-441.271,"CF2"
-5,4.5,-3,-524.32,"CF2"
-5,4.5,-2.5,-644.591,"CF2"
-5,4.5,-2,-824.133,"CF2"
-5,4.5,-1.5,-945.328,"CF2"
-5,4.5,-1,-1167.18,"CF2"
-5,4.5,-0.5,-907.983,"CF2"
-5,4.5,0,-1213.184,"CF2"
-5,4.5,0.5,-766.445,"CF2"
-5,4.5,1,-1275.696,"CF2"
-5,4.5,1.5,-863.594,"CF2"
-5,4.5,2,-1298.382,"CF2"
-5,4.5,2.5,-1034.309,"CF2"
-5,4.5,3,-1065.063,"CF2"
-5,4.5,3.5,-1273.814,"CF2"
-5,4.5,4,-789.192,"CF2"
-5,4.5,4.5,-1536.906,"CF2"
-5,4.5,5,-637.825,"CF2"
-5,5,-5,-380.652,"CF2"
-5,5,-4.5,-387.333,"CF2"
-5,5,-4,-410.588,"CF2"
-5,5,-3.5,-453.794,"CF2"
-5,5,-3,-521.506,"CF2"
-5,5,-2.5,-623.32,"CF2"
-5,5,-2,-756.126,"CF2"
-5,5,-1.5,-936.567,"CF2"
-5,5,-1,-995.17,"CF2"
-5,5,-0.5,-1071.103,"CF2"
-5,5,0,-900.789,"CF2"
-5,5,0.5,-1135.849,"CF2"
-5,5,1,-866.048,"CF2"
-5,5,1.5,-1250.035,"CF2"
-5,5,2,-989.855,"CF2"
-5,5,2.5,-1166.371,"CF2"
-5,5,3,-1127.252,"CF2"
-5,5,3.5,-990.11,"CF2"
-5,5,4,-1294.088,"CF2"
-5,5,4.5,-869.386,"CF2"
-5,5,5,-1449.348,"CF2"
-4.5,-5,-5,-709.025,"CF2"
-4.5,-5,-4.5,-765.498,"CF2"
-4.5,-5,-4,-873.187,"CF2"
-4.5,-5,-3.5,-980.351,"CF2"
-4.5,-5,-3,-1085.443,"CF2"
-4.5,-5,-2.5,-1080.806,"CF2"
-4.5,-5,-2,-1277.024,"CF2"
-4.5,-5,-1.5,-1032.111,"CF2"
-4.5,-5,-1,-1250.952,"CF2"
-4.5,-5,-0.5,-875.175,"CF2"
-4.5,-5,0,-1106.553,"CF2"
-4.5,-5,0.5,-745.899,"CF2"
-4.5,-5,1,-1007.347,"CF2"
-4.5,-5,1.5,-673.488,"CF2"
-4.5,-5,2,-962.286,"CF2"
-4.5,-5,2.5,-654.959,"CF2"
-4.5,-5,3,-970.472,"CF2"
-4.5,-5,3.5,-689.75,"CF2"
-4.5,-5,4,-1031.965,"CF2"
-4.5,-5,4.5,-777.908,"CF2"
-4.5,-5,5,-1146.811,"CF2"
-4.5,-4.5,-5,-689.719,"CF2"
-4.5,-4.5,-4.5,-745.807,"CF2"
-4.5,-4.5,-4,-852.563,"CF2"
-4.5,-4.5,-3.5,-953.832,"CF2"
-4.5,-4.5,-3,-1044.574,"CF2"
-4.5,-4.5,-2.5,-990.414,"CF2"
-4.5,-4.5,-2,-1122.588,"CF2"
-4.5,-4.5,-1.5,-814.628,"CF2"
-4.5,-4.5,-1,-1007.776,"CF2"
-4.5,-4.5,-0.5,-622.548,"CF2"
-4.5,-4.5,0,-851.111,"CF2"
-4.5,-4.5,0.5,-489.741,"CF2"
-4.5,-4.5,1,-750.707,"CF2"
-4.5,-4.5,1.5,-416.94,"CF2"
-4.5,-4.5,2,-705.502,"CF2"
-4.5,-4.5,2.5,-398.209,"CF2"
-4.5,-4.5,3,-713.558,"CF2"
-4.5,-4.5,3.5,-432.842,"CF2"
-4.5,-4.5,4,-774.959,"CF2"
-4.5,-4.5,4.5,-520.927,"CF2"
-4.5,-4.5,5,-889.773,"CF2"
-4.5,-4,-5,-541.759,"CF2"
-4.5,-4,-4.5,-599.338,"CF2"
-4.5,-4,-4,-710.838,"CF2"
-4.5,-4,-3.5,-824.029,"CF2"
-4.5,-4,-3,-952.354,"CF2"
-4.5,-4,-2.5,-966.568,"CF2"
-4.5,-4,-2,-1201.724,"CF2"
-4.5,-4,-1.5,-959.533,"CF2"
-4.5,-4,-1,-1184.531,"CF2"
-4.5,-4,-0.5,-810.979,"CF2"
-4.5,-4,0,-1042.86,"CF2"
-4.5,-4,0.5,-683.28,"CF2"
-4.5,-4,1,-944.293,"CF2"
-4.5,-4,1.5,-611.271,"CF2"
-4.5,-4,2,-899.571,"CF2"
-4.5,-4,2.5,-592.519,"CF2"
-4.5,-4,3,-907.633,"CF2"
-4.5,-4,3.5,-627.022,"CF2"
-4.5,-4,4,-968.979,"CF2"
-4.5,-4,4.5,-715.051,"CF2"
-4.5,-4,5,-1083.806,"CF2"
-4.5,-3.5,-5,-713.072,"CF2"
-4.5,-3.5,-4.5,-769.857,"CF2"
-4.5,-3.5,-4,-878.58,"CF2"
-4.5,-3.5,-3.5,-978.992,"CF2"
-4.5,-3.5,-3,-1073.433,"CF2"
-4.5,-3.5,-2.5,-996.805,"CF2"
-4.5,-3.5,-2,-1119.121,"CF2"
-4.5,-3.5,-1.5,-791.821,"CF2"
-4.5,-3.5,-1,-977.981,"CF2"
-4.5,-3.5,-0.5,-592.347,"CF2"
-4.5,-3.5,0,-817.626,"CF2"
-4.5,-3.5,0.5,-457.2,"CF2"
-4.5,-3.5,1,-716.166,"CF2"
-4.5,-3.5,1.5,-383.724,"CF2"
-4.5,-3.5,2,-670.724,"CF2"
-4.5,-3.5,2.5,-363.771,"CF2"
-4.5,-3.5,3,-678.177,"CF2"
-4.5,-3.5,3.5,-397.63,"CF2"
-4.5,-3.5,4,-739.06,"CF2"
-4.5,-3.5,4.5,-485.265,"CF2"
-4.5,-3.5,5,-853.7,"CF2"
-4.5,-3,-5,-727.185,"CF2"
-4.5,-3,-4.5,-785.323,"CF2"
-4.5,-3,-4,-898.811,"CF2"
-4.5,-3,-3.5,-1008.344,"CF2"
-4.5,-3,-3,-1129.733,"CF2"
-4.5,-3,-2.5,-1095.217,"CF2"
-4.5,-3,-2,-1272.744,"CF2"
-4.5,-3,-1.5,-988.36,"CF2"
-4.5,-3,-1,-1186.441,"CF2"
-4.5,-3,-0.5,-811.334,"CF2"
-4.5,-3,0,-1034.876,"CF2"
-4.5,-3,0.5,-678.336,"CF2"
-4.5,-3,1,-935.584,"CF2"
-4.5,-3,1.5,-606.517,"CF2"
-4.5,-3,2,-891.959,"CF2"
-4.5,-3,2.5,-586.192,"CF2"
-4.5,-3,3,-899.303,"CF2"
-4.5,-3,3.5,-619.275,"CF2"
-4.5,-3,4,-959.845,"CF2"
-4.5,-3,4.5,-706.594,"CF2"
-4.5,-3,5,-1074.539,"CF2"
-4.5,-2.5,-5,-859.651,"CF2"
-4.5,-2.5,-4.5,-918.954,"CF2"
-4.5,-2.5,-4,-1027.913,"CF2"
-4.5,-2.5,-3.5,-1121.391,"CF2"
-4.5,-2.5,-3,-1201.246,"CF2"
-4.5,-2.5,-2.5,-1081.783,"CF2"
-4.5,-2.5,-2,-1166.255,"CF2"
-4.5,-2.5,-1.5,-846.362,"CF2"
-4.5,-2.5,-1,-1009.108,"CF2"
-4.5,-2.5,-0.5,-632.491,"CF2"
-4.5,-2.5,0,-841.275,"CF2"
-4.5,-2.5,0.5,-487.728,"CF2"
-4.5,-2.5,1,-737.767,"CF2"
-4.5,-2.5,1.5,-414.117,"CF2"
-4.5,-2.5,2,-694.335,"CF2"
-4.5,-2.5,2.5,-390.409,"CF2"
-4.5,-2.5,3,-699.341,"CF2"
-4.5,-2.5,3.5,-419.867,"CF2"
-4.5,-2.5,4,-757.909,"CF2"
-4.5,-2.5,4.5,-505.628,"CF2"
-4.5,-2.5,5,-872.077,"CF2"
-4.5,-2,-5,-896.593,"CF2"
-4.5,-2,-4.5,-952.806,"CF2"
-4.5,-2,-4,-1066.994,"CF2"
-4.5,-2,-3.5,-1160.266,"CF2"
-4.5,-2,-3,-1242.603,"CF2"
-4.5,-2,-2.5,-1155.242,"CF2"
-4.5,-2,-2,-1263.272,"CF2"
-4.5,-2,-1.5,-1024.919,"CF2"
-4.5,-2,-1,-1190.663,"CF2"
-4.5,-2,-0.5,-849.328,"CF2"
-4.5,-2,0,-1050.303,"CF2"
-4.5,-2,0.5,-718.199,"CF2"
-4.5,-2,1,-964.071,"CF2"
-4.5,-2,1.5,-660.821,"CF2"
-4.5,-2,2,-936.236,"CF2"
-4.5,-2,2.5,-641.372,"CF2"
-4.5,-2,3,-944.306,"CF2"
-4.5,-2,3.5,-668.798,"CF2"
-4.5,-2,4,-1003.081,"CF2"
-4.5,-2,4.5,-754.661,"CF2"
-4.5,-2,5,-1118.684,"CF2"
-4.5,-1.5,-5,-880.069,"CF2"
-4.5,-1.5,-4.5,-949.912,"CF2"
-4.5,-1.5,-4,-1046.96,"CF2"
-4.5,-1.5,-3.5,-1117.637,"CF2"
-4.5,-1.5,-3,-1152.184,"CF2"
-4.5,-1.5,-2.5,-1030.317,"CF2"
-4.5,-1.5,-2,-1091.825,"CF2"
-4.5,-1.5,-1.5,-901.929,"CF2"
-4.5,-1.5,-1,-1029.693,"CF2"
-4.5,-1.5,-0.5,-714.075,"CF2"
-4.5,-1.5,0,-878.533,"CF2"
-4.5,-1.5,0.5,-568.13,"CF2"
-4.5,-1.5,1,-791.426,"CF2"
-4.5,-1.5,1.5,-518.477,"CF2"
-4.5,-1.5,2,-775.005,"CF2"
-4.5,-1.5,2.5,-493.151,"CF2"
-4.5,-1.5,3,-778.578,"CF2"
-4.5,-1.5,3.5,-508.109,"CF2"
-4.5,-1.5,4,-831.667,"CF2"
-4.5,-1.5,4.5,-589.018,"CF2"
-4.5,-1.5,5,-947.333,"CF2"
-4.5,-1,-5,-884.298,"CF2"
-4.5,-1,-4.5,-931.324,"CF2"
-4.5,-1,-4,-1039.577,"CF2"
-4.5,-1,-3.5,-1103.284,"CF2"
-4.5,-1,-3,-1128.471,"CF2"
-4.5,-1,-2.5,-1066.581,"CF2"
-4.5,-1,-2,-1124.566,"CF2"
-4.5,-1,-1.5,-1035.94,"CF2"
-4.5,-1,-1,-1148.497,"CF2"
-4.5,-1,-0.5,-892.748,"CF2"
-4.5,-1,0,-1032.153,"CF2"
-4.5,-1,0.5,-775.328,"CF2"
-4.5,-1,1,-984.106,"CF2"
-4.5,-1,1.5,-781.131,"CF2"
-4.5,-1,2,-1021.274,"CF2"
-4.5,-1,2.5,-777.604,"CF2"
-4.5,-1,3,-1039.006,"CF2"
-4.5,-1,3.5,-789.487,"CF2"
-4.5,-1,4,-1092.693,"CF2"
-4.5,-1,4.5,-874.119,"CF2"
-4.5,-1,5,-1213.169,"CF2"
-4.5,-0.5,-5,-819.326,"CF2"
-4.5,-0.5,-4.5,-892.294,"CF2"
