"x0","x1","x2","fitness","file"
5,9.5,0,-0.438,"vincent"
5,10,0,-0.618,"vincent"
5,10.5,0,-0.688,"vincent"
5.5,0.5,0,-0.789,"vincent"
5.5,1,0,-0.487,"vincent"
5.5,1.5,0,-0.882,"vincent"
5.5,2,0,-0.185,"vincent"
5.5,2.5,0,-0.357,"vincent"
5.5,3,0,-0.987,"vincent"
5.5,3.5,0,-0.506,"vincent"
5.5,4,0,-0.005,"vincent"
5.5,4.5,0,-0.177,"vincent"
5.5,5,0,-0.675,"vincent"
5.5,5.5,0,-0.973,"vincent"
5.5,6,0,-0.888,"vincent"
5.5,6.5,0,-0.552,"vincent"
5.5,7,0,-0.2,"vincent"
5.5,7.5,0,-0.005,"vincent"
5.5,8,0,-0.021,"vincent"
5.5,8.5,0,-0.208,"vincent"
5.5,9,0,-0.477,"vincent"
5.5,9.5,0,-0.736,"vincent"
5.5,10,0,-0.917,"vincent"
5.5,10.5,0,-0.986,"vincent"
6,0.5,0,-0.703,"vincent"
6,1,0,-0.401,"vincent"
6,1.5,0,-0.797,"vincent"
6,2,0,-0.099,"vincent"
6,2.5,0,-0.272,"vincent"
6,3,0,-0.901,"vincent"
6,3.5,0,-0.421,"vincent"
6,4,0,0.08,"vincent"
6,4.5,0,-0.092,"vincent"
6,5,0,-0.59,"vincent"
6,5.5,0,-0.888,"vincent"
6,6,0,-0.803,"vincent"
6,6.5,0,-0.467,"vincent"
6,7,0,-0.115,"vincent"
6,7.5,0,0.08,"vincent"
6,8,0,0.064,"vincent"
6,8.5,0,-0.123,"vincent"
6,9,0,-0.392,"vincent"
6,9.5,0,-0.651,"vincent"
6,10,0,-0.831,"vincent"
6,10.5,0,-0.901,"vincent"
6.5,0.5,0,-0.367,"vincent"
6.5,1,0,-0.066,"vincent"
6.5,1.5,0,-0.461,"vincent"
6.5,2,0,0.236,"vincent"
6.5,2.5,0,0.064,"vincent"
6.5,3,0,-0.566,"vincent"
6.5,3.5,0,-0.085,"vincent"
6.5,4,0,0.416,"vincent"
6.5,4.5,0,0.244,"vincent"
6.5,5,0,-0.254,"vincent"
6.5,5.5,0,-0.552,"vincent"
6.5,6,0,-0.467,"vincent"
6.5,6.5,0,-0.131,"vincent"
6.5,7,0,0.221,"vincent"
6.5,7.5,0,0.416,"vincent"
6.5,8,0,0.4,"vincent"
6.5,8.5,0,0.213,"vincent"
6.5,9,0,-0.056,"vincent"
6.5,9.5,0,-0.315,"vincent"
6.5,10,0,-0.495,"vincent"
6.5,10.5,0,-0.565,"vincent"
7,0.5,0,-0.016,"vincent"
7,1,0,0.286,"vincent"
7,1.5,0,-0.109,"vincent"
7,2,0,0.588,"vincent"
7,2.5,0,0.416,"vincent"
7,3,0,-0.214,"vincent"
7,3.5,0,0.267,"vincent"
7,4,0,0.768,"vincent"
7,4.5,0,0.596,"vincent"
7,5,0,0.098,"vincent"
7,5.5,0,-0.2,"vincent"
7,6,0,-0.115,"vincent"
7,6.5,0,0.221,"vincent"
7,7,0,0.572,"vincent"
7,7.5,0,0.768,"vincent"
7,8,0,0.752,"vincent"
7,8.5,0,0.565,"vincent"
7,9,0,0.296,"vincent"
7,9.5,0,0.037,"vincent"
7,10,0,-0.144,"vincent"
7,10.5,0,-0.213,"vincent"
7.5,0.5,0,0.18,"vincent"
7.5,1,0,0.482,"vincent"
7.5,1.5,0,0.086,"vincent"
7.5,2,0,0.784,"vincent"
7.5,2.5,0,0.611,"vincent"
7.5,3,0,-0.018,"vincent"
7.5,3.5,0,0.462,"vincent"
7.5,4,0,0.963,"vincent"
7.5,4.5,0,0.791,"vincent"
7.5,5,0,0.293,"vincent"
7.5,5.5,0,-0.005,"vincent"
7.5,6,0,0.08,"vincent"
7.5,6.5,0,0.416,"vincent"
7.5,7,0,0.768,"vincent"
7.5,7.5,0,0.963,"vincent"
7.5,8,0,0.947,"vincent"
7.5,8.5,0,0.76,"vincent"
7.5,9,0,0.491,"vincent"
7.5,9.5,0,0.233,"vincent"
7.5,10,0,0.052,"vincent"
7.5,10.5,0,-0.018,"vincent"
8,0.5,0,0.164,"vincent"
8,1,0,0.465,"vincent"
8,1.5,0,0.07,"vincent"
8,2,0,0.767,"vincent"
8,2.5,0,0.595,"vincent"
8,3,0,-0.035,"vincent"
8,3.5,0,0.446,"vincent"
8,4,0,0.947,"vincent"
8,4.5,0,0.775,"vincent"
8,5,0,0.277,"vincent"
8,5.5,0,-0.021,"vincent"
8,6,0,0.064,"vincent"
8,6.5,0,0.4,"vincent"
8,7,0,0.752,"vincent"
8,7.5,0,0.947,"vincent"
8,8,0,0.931,"vincent"
8,8.5,0,0.744,"vincent"
8,9,0,0.475,"vincent"
8,9.5,0,0.216,"vincent"
8,10,0,0.036,"vincent"
8,10.5,0,-0.034,"vincent"
8.5,0.5,0,-0.024,"vincent"
8.5,1,0,0.278,"vincent"
8.5,1.5,0,-0.117,"vincent"
8.5,2,0,0.58,"vincent"
8.5,2.5,0,0.408,"vincent"
8.5,3,0,-0.222,"vincent"
8.5,3.5,0,0.259,"vincent"
8.5,4,0,0.76,"vincent"
8.5,4.5,0,0.588,"vincent"
8.5,5,0,0.09,"vincent"
8.5,5.5,0,-0.208,"vincent"
8.5,6,0,-0.123,"vincent"
8.5,6.5,0,0.213,"vincent"
8.5,7,0,0.565,"vincent"
8.5,7.5,0,0.76,"vincent"
8.5,8,0,0.744,"vincent"
8.5,8.5,0,0.557,"vincent"
8.5,9,0,0.288,"vincent"
8.5,9.5,0,0.029,"vincent"
8.5,10,0,-0.151,"vincent"
8.5,10.5,0,-0.221,"vincent"
9,0.5,0,-0.292,"vincent"
9,1,0,0.009,"vincent"
9,1.5,0,-0.386,"vincent"
9,2,0,0.311,"vincent"
9,2.5,0,0.139,"vincent"
9,3,0,-0.491,"vincent"
9,3.5,0,-0.01,"vincent"
9,4,0,0.491,"vincent"
9,4.5,0,0.319,"vincent"
9,5,0,-0.179,"vincent"
9,5.5,0,-0.477,"vincent"
9,6,0,-0.392,"vincent"
9,6.5,0,-0.056,"vincent"
9,7,0,0.296,"vincent"
9,7.5,0,0.491,"vincent"
9,8,0,0.475,"vincent"
9,8.5,0,0.288,"vincent"
9,9,0,0.019,"vincent"
9,9.5,0,-0.24,"vincent"
9,10,0,-0.42,"vincent"
9,10.5,0,-0.49,"vincent"
9.5,0.5,0,-0.551,"vincent"
9.5,1,0,-0.249,"vincent"
9.5,1.5,0,-0.645,"vincent"
9.5,2,0,0.053,"vincent"
9.5,2.5,0,-0.12,"vincent"
9.5,3,0,-0.749,"vincent"
9.5,3.5,0,-0.269,"vincent"
9.5,4,0,0.232,"vincent"
9.5,4.5,0,0.06,"vincent"
9.5,5,0,-0.438,"vincent"
9.5,5.5,0,-0.736,"vincent"
9.5,6,0,-0.651,"vincent"
9.5,6.5,0,-0.315,"vincent"
9.5,7,0,0.037,"vincent"
9.5,7.5,0,0.233,"vincent"
9.5,8,0,0.216,"vincent"
9.5,8.5,0,0.029,"vincent"
9.5,9,0,-0.24,"vincent"
9.5,9.5,0,-0.498,"vincent"
9.5,10,0,-0.679,"vincent"
9.5,10.5,0,-0.749,"vincent"
10,0.5,0,-0.732,"vincent"
10,1,0,-0.43,"vincent"
10,1.5,0,-0.826,"vincent"
10,2,0,-0.128,"vincent"
10,2.5,0,-0.3,"vincent"
10,3,0,-0.93,"vincent"
10,3.5,0,-0.449,"vincent"
10,4,0,0.051,"vincent"
10,4.5,0,-0.12,"vincent"
10,5,0,-0.618,"vincent"
10,5.5,0,-0.917,"vincent"
10,6,0,-0.831,"vincent"
10,6.5,0,-0.495,"vincent"
10,7,0,-0.144,"vincent"
10,7.5,0,0.052,"vincent"
10,8,0,0.036,"vincent"
10,8.5,0,-0.151,"vincent"
10,9,0,-0.42,"vincent"
10,9.5,0,-0.679,"vincent"
10,10,0,-0.86,"vincent"
10,10.5,0,-0.929,"vincent"
10.5,0.5,0,-0.801,"vincent"
10.5,1,0,-0.499,"vincent"
10.5,1.5,0,-0.895,"vincent"
10.5,2,0,-0.198,"vincent"
10.5,2.5,0,-0.37,"vincent"
10.5,3,0,-0.999,"vincent"
10.5,3.5,0,-0.519,"vincent"
10.5,4,0,-0.018,"vincent"
10.5,4.5,0,-0.19,"vincent"
10.5,5,0,-0.688,"vincent"
10.5,5.5,0,-0.986,"vincent"
10.5,6,0,-0.901,"vincent"
10.5,6.5,0,-0.565,"vincent"
10.5,7,0,-0.213,"vincent"
10.5,7.5,0,-0.018,"vincent"
10.5,8,0,-0.034,"vincent"
10.5,8.5,0,-0.221,"vincent"
10.5,9,0,-0.49,"vincent"
10.5,9.5,0,-0.749,"vincent"
10.5,10,0,-0.929,"vincent"
10.5,10.5,0,-0.999,"vincent"
